Joint Number,Joint Length [ft],WT [in],"Distance to U/S GW 
[ft]","Distance to D/S GW 
[ft]","ILI Wheel Count 
[ft.]",Event Description,ID/OD,"Metal Loss Depth 
[%]","Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Width [in],"O'clock
[hh:mm]",Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2015
11630,40.4,0.344,16.138,24.262,41924.111,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,6.9,2.2,05:07:00,EXT ML,31,N,N,5.97,136.903,12:24,29.95,CMFL,1025,65000,E.R. WELD,24,1341.6,1434.1,1991.8,1310.1,1819.6,1455.2,2021.1,0.715,1.071,1.0,1.2,150.0,4.918862400000001,ft,175.26,in,55.88,in,15.0,150.0,gene,True,True,True,1609.9058398051618
11630,40.4,0.344,16.188,24.213,41924.16,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,2.3,1.9,08:27:00,EXT ML,31,N,N,5.97,136.903,12:24,24.714,CMFL,1025,65000,E.R. WELD,24,1341.6,1502.2,2086.4,1453.6,2018.9,1492.5,2072.9,0.682,1.119,1.0,1.2,240.0,4.9341023999999996,ft,58.419999999999995,in,48.26,in,20.0,240.0,gene,True,True,True,1616.2235419435672
11630,40.4,0.344,16.309,24.091,41924.281,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.5,1.7,09:20:00,EXT ML,31,N,N,5.97,136.903,12:24,19.478,CMFL,1025,65000,E.R. WELD,24,1341.6,1481.4,2057.5,1403.5,1949.3,1470.9,2042.9,0.692,1.103,1.0,1.2,270.0,4.970983200000001,ft,88.89999999999999,in,43.18,in,17.0,270.0,gene,True,True,True,1631.51238111851
11630,40.4,0.344,17.91,22.49,41925.883,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,1.1,1.0,08:47:00,EXT ML,31,N,N,5.97,136.902,12:24,22.619,CMFL,1025,65000,E.R. WELD,24,1341.6,1538.3,2136.5,1525.5,2118.7,1536.3,2133.7,0.666,1.147,0.6,1.2,240.0,5.4589680000000005,ft,27.94,in,25.4,in,15.0,240.0,corrosion,True,True,True,1833.8052035902683
11630,40.4,0.344,17.933,22.467,41925.906,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,1.6,1.3,08:18:00,EXT ML,31,N,N,5.97,136.902,12:24,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.5,2129.9,1510.8,2098.4,1530.6,2125.9,0.668,1.143,1.0,1.2,240.0,5.4659784,ft,40.64,in,33.019999999999996,in,12.0,240.0,gene,True,True,True,1836.7113465739349
11630,40.4,0.344,17.986,22.418,41925.955,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,12.1,6.6,10:32:00,EXT ML,31,N,N,5.97,136.902,12:24,10.263,CMFL,1025,65000,E.R. WELD,24,1341.6,1402.7,1948.1,1248.8,1734.5,1379.6,1916.1,0.731,1.047,1.0,1.2,300.0,5.4821328000000005,ft,307.34,in,167.64,in,15.0,300.0,gene,True,True,True,1843.4081108406453
11630,40.4,0.344,21.499,18.901,41929.472,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.4,3.0,10:07:00,EXT ML,31,N,N,5.97,136.901,12:24,14.242,CMFL,1025,65000,E.R. WELD,24,1341.6,1460.8,2028.9,1363.4,1893.7,1443.6,2005.0,0.702,1.087,1.0,1.2,300.0,6.5528952,ft,111.76,in,76.19999999999999,in,17.0,300.0,gene,True,True,True,2287.289863085047
11630,40.4,0.344,22.211,18.189,41930.184,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,11.2,2.7,10:20:00,EXT ML,31,N,N,5.97,136.9,12:24,12.985,CMFL,1025,65000,E.R. WELD,24,1341.6,1403.9,1949.9,1255.6,1743.9,1440.9,2001.2,0.73,1.05,1.0,1.2,300.0,6.7699128,ft,284.47999999999996,in,68.58,in,15.0,300.0,gene,True,True,True,2377.2539415359474
11630,40.4,0.344,26.886,13.514,41934.859,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,4.5,4.4,10:33:00,EXT ML,31,N,N,5.97,136.898,12:24,10.681,CMFL,1025,65000,E.R. WELD,24,1341.6,1460.8,2028.9,1367.5,1899.3,1468.2,2039.2,0.702,1.091,1.0,1.2,300.0,8.1948528,ft,114.3,in,111.76,in,16.0,300.0,gene,True,True,True,2967.959091476903
11630,40.4,0.344,27.723,12.677,41935.696,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.0,3.6,10:28:00,EXT ML,31,N,N,5.97,136.898,12:24,12.147,CMFL,1025,65000,E.R. WELD,24,1341.6,1448.1,2011.2,1343.8,1866.4,1443.2,2004.5,0.708,1.08,1.0,1.2,300.0,8.4499704,ft,127.0,in,91.44,in,17.0,300.0,gene,True,True,True,3073.7174252738187
11630,40.4,0.344,28.822,11.578,41936.795,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,6.9,4.5,10:44:00,EXT ML,31,N,N,5.97,136.897,12:24,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1368.7,1901.0,1236.3,1717.1,1376.1,1911.3,0.749,1.023,1.0,1.2,300.0,8.7849456,ft,175.26,in,114.3,in,23.0,300.0,gene,True,True,True,3212.5805182759814
11630,40.4,0.344,32.904,7.497,41940.876,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.1,1.0,10:18:00,EXT ML,31,N,N,5.97,136.895,12:24,13.195,CMFL,1025,65000,E.R. WELD,24,1341.6,1539.1,2137.6,1526.0,2119.5,1537.3,2135.1,0.666,1.147,0.6,1.2,300.0,10.029139200000001,ft,27.94,in,25.4,in,13.0,300.0,corrosion,True,True,True,3728.357720855443
11630,40.4,0.344,33.819,6.581,41941.791,Metal Loss,External,12.0,0.041,27.0,AXGR,20.0,,,,3.3,1.1,09:25:00,EXT ML,31,N,N,5.97,136.894,12:24,18.85,CMFL,1025,65000,E.R. WELD,24,1341.6,1501.5,2085.4,1435.2,1993.4,1497.5,2079.9,0.683,1.12,1.0,1.2,270.0,10.308031200000002,ft,83.82,in,27.94,in,12.0,270.0,axgr,True,True,True,3843.9716699882724
11630,40.4,0.344,39.255,1.148,41947.224,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,6.8,5.6,04:23:00,EXT ML,31,N,N,5.97,136.892,12:24,27.227,CMFL,1025,65000,E.R. WELD,24,1341.6,1447.0,2009.7,1322.1,1836.3,1434.5,1992.3,0.708,1.078,1.0,1.2,120.0,11.964924000000002,ft,172.72,in,142.23999999999998,in,14.0,120.0,gene,True,True,True,4530.832246475766
11630,40.4,0.344,39.498,0.902,41947.47,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.3,3.0,05:36:00,EXT ML,31,N,N,5.97,136.892,12:24,32.254,CMFL,1025,65000,E.R. WELD,24,1341.6,1488.6,2067.5,1402.3,1947.7,1483.3,2060.2,0.689,1.11,1.0,1.2,150.0,12.0389904,ft,109.21999999999998,in,76.19999999999999,in,12.0,150.0,gene,True,True,True,4561.536278868418
11630,40.4,0.344,39.514,0.886,41947.487,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.2,1.3,03:16:00,EXT ML,31,N,N,5.97,136.892,12:24,18.012,CMFL,1025,65000,E.R. WELD,24,1341.6,1524.5,2117.4,1485.1,2062.7,1520.0,2111.1,0.672,1.136,1.0,1.2,90.0,12.043867200000001,ft,55.88,in,33.019999999999996,in,11.0,90.0,gene,True,True,True,4563.557943552708
11630,40.4,0.344,39.557,0.843,41947.53,Metal Loss,External,15.0,0.052,30.0,CIGR,25.0,,,,1.0,2.0,02:36:00,EXT ML,31,N,N,5.97,136.892,12:24,13.823,CMFL,1025,65000,E.R. WELD,24,1341.6,1540.4,2139.4,1529.7,2124.6,1538.8,2137.2,0.666,1.148,1.0,1.2,60.0,12.056973600000001,ft,25.4,in,50.8,in,15.0,60.0,cigr,True,True,True,4568.991167391738
11630,40.4,0.344,40.233,0.167,41948.205,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,21.4,5.4,02:50:00,EXT ML ( ON GW ),31,N,N,5.97,136.891,12:24,14.451,CMFL,1025,65000,E.R. WELD,24,1341.6,1328.5,1845.1,1155.2,1604.5,1349.7,1874.6,0.772,0.991,1.0,1.2,60.0,12.2630184,ft,543.56,in,137.16,in,20.0,60.0,gene,True,True,True,4654.4065003029855
11630,40.4,0.344,40.269,0.135,41948.238,Metal Loss,External,14.0,0.048,29.0,GENE,25.0,,,,2.6,1.7,03:28:00,EXT ML ( ON GW ),31,N,N,5.97,136.891,12:24,19.268,CMFL,1025,65000,E.R. WELD,24,1341.6,1509.6,2096.6,1460.9,2029.0,1501.9,2085.9,0.679,1.126,1.2,1.4,90.0,12.2739912,ft,66.03999999999999,in,43.18,in,14.0,90.0,gene,True,True,True,4658.955245842637
11640,39.79,0.344,,,41948.373,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,136.891,02:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11640,39.79,0.344,0.374,39.416,41948.747,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,10.0,8.6,04:44:00,EXT ML,2,N,N,5.97,136.891,02:24,11.729,CMFL,1025,65000,E.R. WELD,24,1341.6,1366.2,1897.4,1213.9,1686.0,1372.1,1905.7,0.75,1.018,1.0,1.2,120.0,0.1139952,ft,254.0,in,218.43999999999997,in,20.0,120.0,gene,True,True,True,-381.93929039146485
11640,39.79,0.344,18.041,21.749,41966.414,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,6.9,1.7,02:10:00,EXT ML ( NEAR SW ),2,N,N,5.97,136.984,02:24,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1464.9,2034.5,1346.9,1870.7,1449.4,2013.0,0.7,1.094,1.0,1.2,60.0,5.498896800000001,ft,175.26,in,43.18,in,11.0,60.0,gene,True,True,True,1850.357583192892
11650,40.24,0.344,,,41988.163,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,137.115,01:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11650,40.24,0.344,39.268,0.974,42027.428,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.9,1.9,08:36:00,EXT ML,2,N,N,5.97,137.587,01:20,29.74,CMFL,1025,65000,E.R. WELD,24,1341.6,1486.6,2064.7,1402.6,1948.0,1474.7,2048.2,0.69,1.106,1.0,1.2,240.0,11.9688864,ft,99.05999999999999,in,48.26,in,14.0,240.0,gene,True,True,True,4532.474849031751
11650,40.24,0.344,39.383,0.856,42027.546,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.2,3.1,09:55:00,EXT ML,2,N,N,5.97,137.588,01:20,21.363,CMFL,1025,65000,E.R. WELD,24,1341.6,1509.5,2096.6,1467.3,2038.0,1501.5,2085.4,0.679,1.125,1.0,1.2,270.0,12.003938400000001,ft,55.88,in,78.74,in,18.0,270.0,gene,True,True,True,4547.005563950084
11660,40.003,0.344,,,42028.402,Girth Weld,,,,,,,,,,,,,GIRTH WELD,4,,,5.97,137.599,11:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11660,40.003,0.344,0.364,39.639,42028.766,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,8.5,8.0,09:45:00,EXT ML,4,N,N,5.97,137.604,11:32,11.729,CMFL,1025,65000,E.R. WELD,24,1341.6,1402.5,1947.9,1264.1,1755.7,1410.3,1958.8,0.731,1.047,1.0,1.2,270.0,0.1109472,ft,215.89999999999998,in,203.2,in,17.0,270.0,gene,True,True,True,-383.202830819146
11660,40.003,0.344,35.367,4.636,42063.77,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.3,1.2,09:56:00,EXT ML,4,N,N,5.97,137.383,11:32,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1536.0,2133.4,1519.2,2110.1,1533.6,2130.0,0.667,1.145,1.0,1.2,270.0,10.7798616,ft,33.019999999999996,in,30.479999999999997,in,15.0,270.0,gene,True,True,True,4039.567728193319
11660,40.003,0.344,36.873,3.13,42065.276,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.3,1.3,10:03:00,EXT ML,4,N,N,5.97,137.372,11:32,9.215,CMFL,1025,65000,E.R. WELD,24,1341.6,1534.4,2131.2,1517.6,2107.8,1531.6,2127.3,0.668,1.144,1.0,1.2,300.0,11.238890399999999,ft,33.019999999999996,in,33.019999999999996,in,15.0,300.0,gene,True,True,True,4229.856916602105
11660,40.003,0.344,37.395,2.608,42065.797,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.7,3.7,10:01:00,EXT ML,4,N,N,5.97,137.368,11:32,9.634,CMFL,1025,65000,E.R. WELD,24,1341.6,1513.6,2102.2,1461.4,2029.8,1506.9,2092.8,0.677,1.128,1.0,1.2,300.0,11.397996000000001,ft,68.58,in,93.98,in,12.0,300.0,gene,True,True,True,4295.813726927065
11670,40.246,0.344,,,42068.406,Girth Weld,,,,,,,,,,,,,GIRTH WELD,4,,,5.97,137.349,12:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11670,40.246,0.344,14.209,26.04,42082.615,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,4.4,3.6,05:27:00,EXT ML,4,N,N,5.97,137.097,12:00,33.091,CMFL,1025,65000,E.R. WELD,24,1341.6,1373.2,1907.2,1255.9,1744.3,1379.2,1915.6,0.747,1.021,1.0,1.2,150.0,4.3309032,ft,111.76,in,91.44,in,31.0,150.0,gene,True,True,True,1366.16889130546
11670,40.246,0.344,14.429,25.817,42082.838,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,3.0,1.7,04:06:00,EXT ML,4,N,N,5.97,137.093,12:00,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1453.4,2018.6,1377.1,1912.6,1432.4,1989.4,0.705,1.082,1.0,1.2,120.0,4.397959200000001,ft,76.19999999999999,in,43.18,in,27.0,120.0,gene,True,True,True,1393.9667807144465
11670,40.246,0.344,14.813,25.436,42083.219,Metal Loss,External,12.0,0.041,27.0,AXGR,20.0,,,,1.7,0.7,05:34:00,EXT ML,4,N,N,5.97,137.085,12:00,34.976,CMFL,1025,65000,E.R. WELD,24,1341.6,1531.1,2126.5,1506.0,2091.6,1527.7,2121.8,0.67,1.142,1.0,1.2,150.0,4.5150024,ft,43.18,in,17.779999999999998,in,12.0,150.0,axgr,True,True,True,1442.486733137404
11670,40.246,0.344,39.222,1.024,42107.631,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.3,3.9,01:38:00,EXT ML,4,N,N,5.97,136.6,12:00,9.425,CMFL,1025,65000,E.R. WELD,24,1341.6,1441.0,2001.4,1347.1,1871.0,1447.8,2010.8,0.711,1.076,1.0,1.2,30.0,11.954865600000002,ft,109.21999999999998,in,99.05999999999999,in,20.0,30.0,gene,True,True,True,4526.662563064418
11680,39.984,0.344,,,42108.655,Girth Weld,,,,,,,,,,,,,GIRTH WELD,6,,,5.97,136.58,03:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11680,39.984,0.344,31.965,8.018,42140.62,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,1.5,1.4,04:17:00,EXT ML,6,N,N,5.97,135.837,03:36,4.398,CMFL,1025,65000,E.R. WELD,24,1341.6,1523.8,2116.4,1497.9,2080.4,1518.6,2109.1,0.673,1.135,1.0,1.2,120.0,9.742932,ft,38.099999999999994,in,35.559999999999995,in,20.0,120.0,gene,True,True,True,3609.711274696179
11680,39.984,0.344,33.99,5.997,42142.641,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.0,0.7,05:51:00,EXT ML,6,N,N,5.97,135.79,03:36,14.242,CMFL,1025,65000,E.R. WELD,24,1341.6,1540.9,2140.1,1530.0,2125.1,1539.5,2138.1,0.665,1.148,0.6,1.2,150.0,10.360152000000001,ft,25.4,in,17.779999999999998,in,13.0,150.0,corrosion,True,True,True,3865.57821130162
11680,39.984,0.344,34.35,5.636,42143.002,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,1.8,1.3,06:03:00,EXT ML,6,N,N,5.97,135.781,03:36,15.499,CMFL,1025,65000,E.R. WELD,24,1341.6,1528.7,2123.2,1498.8,2081.7,1524.9,2117.9,0.671,1.139,1.0,1.2,180.0,10.469880000000002,ft,45.72,in,33.019999999999996,in,13.0,180.0,gene,True,True,True,3911.0656666981426
11680,39.984,0.344,35.358,4.629,42144.009,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,1.7,1.3,06:03:00,EXT ML,6,N,N,5.97,135.757,03:36,15.499,CMFL,1025,65000,E.R. WELD,24,1341.6,1529.8,2124.8,1502.3,2086.5,1526.2,2119.7,0.67,1.14,1.0,1.2,180.0,10.777118399999999,ft,43.18,in,33.019999999999996,in,13.0,180.0,gene,True,True,True,4038.4305418084055
11680,39.984,0.344,35.83,4.154,42144.485,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.5,3.6,04:17:00,EXT ML,6,N,N,5.97,135.746,03:36,4.398,CMFL,1025,65000,E.R. WELD,24,1341.6,1466.9,2037.4,1374.4,1908.9,1451.1,2015.4,0.699,1.095,1.0,1.2,120.0,10.920984,ft,114.3,in,91.44,in,15.0,120.0,gene,True,True,True,4098.069649994958
11680,39.984,0.344,36.339,3.645,42144.993,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.3,2.5,05:59:00,EXT ML,6,N,N,5.97,135.734,03:36,15.08,CMFL,1025,65000,E.R. WELD,24,1341.6,1514.6,2103.6,1470.8,2042.8,1507.8,2094.2,0.677,1.129,1.0,1.2,150.0,11.0761272,ft,58.419999999999995,in,63.5,in,15.0,150.0,gene,True,True,True,4162.383857763931
11690,40.217,0.344,,,42148.638,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,135.649,02:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11700,39.993,0.344,,,42188.855,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,134.849,12:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11710,40.325,0.344,,,42228.848,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,134.556,10:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11710,40.325,0.344,,,42253.159,Field Bend,,,,,,,,,,,,,BEND-COLD LEFT,0,,,5.97,134.567,10:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11720,40.056,0.344,,,42269.173,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,134.587,11:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11730,40.344,0.344,,,42309.229,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,134.871,01:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11740,40.085,0.344,,,42349.573,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,132.62,08:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11750,40.138,0.344,,,42389.659,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,124.622,09:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11750,40.138,0.344,,,42412.674,AGM,,,,,,,,,,,,,AGM 21 - AT TEST POST AND AERIAL MARKER LF8 / 25' UPSTREAM OF LINE MARKER,0,,,5.97,119.489,09:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11760,9.928,0.5,,,42429.793,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,115.641,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11760,9.928,0.5,,,42434.393,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 5.7D - 25° UNDER,0,,,4.14,115.152,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11770,23.448,0.344,,,42439.724,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,115.334,12:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11780,40.19,0.344,,,42463.173,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,121.459,01:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11790,40.056,0.344,,,42503.363,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,132.646,10:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11800,40.312,0.344,,,42543.419,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,142.887,08:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11810,40.046,0.344,,,42583.73,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,148.774,02:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11820,9.449,0.344,,,42623.78,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,153.153,04:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11830,40.197,0.344,,,42633.225,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,154.031,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11830,40.197,0.344,,,42667.923,Start Sleeve,,,,,,,,,,,,,2012 DIG 3 SLEEVE START,0,,,5.97,156.357,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11830,40.197,0.344,,,42671.302,End Sleeve,,,,,,,,,,,,,2012 DIG 3 SLEEVE END,0,,,5.97,156.578,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11840,40.269,0.344,,,42673.422,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,156.717,11:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11850,40.023,0.344,,,42713.694,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,156.589,09:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11860,40.151,0.344,,,42753.717,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,154.751,11:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11860,40.151,0.344,16.591,23.563,42770.305,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.6,1.3,11:02:00,EXT ML ( ON SW ),3,N,N,5.97,153.63,11:00,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1464.1,2033.4,1342.5,1864.6,1448.3,2011.6,0.7,1.09,1.0,1.2,330.0,5.056936800000001,ft,167.64,in,33.019999999999996,in,12.0,330.0,gene,True,True,True,1667.1442211791195
11860,40.151,0.344,21.217,18.934,42774.934,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,7.8,1.9,10:59:00,EXT ML ( ON SW ),3,N,N,5.97,153.301,11:00,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1453.6,2018.9,1322.4,1836.7,1436.0,1994.5,0.705,1.083,1.0,1.2,300.0,6.4669416,ft,198.11999999999998,in,48.26,in,12.0,300.0,gene,True,True,True,2251.658023024437
11860,40.151,0.344,22.976,17.175,42776.693,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.4,1.7,11:02:00,EXT ML ( ON SW ),3,N,N,5.97,153.176,11:00,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1488.7,2067.7,1396.0,1938.9,1477.5,2052.0,0.689,1.108,1.0,1.2,330.0,7.0030848,ft,111.76,in,43.18,in,12.0,330.0,gene,True,True,True,2473.914784253558
11870,39.928,0.344,,,42793.868,Girth Weld,,,,,,,,,,,,,GIRTH WELD,4,,,5.97,151.957,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11870,39.928,0.344,9.675,30.253,42803.543,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,2.0,1.1,08:59:00,EXT ML ( ON SW ),4,N,N,5.97,151.081,09:04,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1520.0,2111.1,1482.6,2059.2,1514.3,2103.2,0.674,1.133,0.6,1.2,240.0,2.9489400000000003,ft,50.8,in,27.94,in,15.0,240.0,corrosion,True,True,True,793.2796613948092
11870,39.928,0.344,,,42804.298,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,4,,,5.97,151.007,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11870,39.928,0.344,20.591,19.337,42814.459,Metal Loss,External,14.0,0.048,29.0,GENE,15.0,,,,3.6,2.1,09:14:00,*EXT ML ( ON SW ),4,Y,Y,5.97,150.017,09:04,1.047,CMFL,1025,65000,E.R. WELD,24,1341.6,1488.3,2067.1,1415.1,1965.4,1476.6,2050.8,0.689,1.111,0.8,1.0,270.0,6.276136800000001,ft,91.44,in,53.339999999999996,in,14.0,270.0,gene,True,True,True,2172.5603922515947
