J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
9440.0,,0.344,-8.28,31.85,34075.58,metal loss,External,13.0,0.045,,,0.51,1.02,05:57:00,Recoat,,1.0,125.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,150.0,10386.236784,ft,12.953999999999999,in,25.907999999999998,in,13.0,150.0,,True,True,False,10417.822849221719
9440.0,,0.344,-8.44,31.69,34075.74,metal loss,External,12.0,0.041,,,0.47,0.87,06:16:00,Recoat,,1.0,125.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,10386.285552,ft,11.937999999999999,in,22.098,in,12.0,180.0,,True,True,False,10417.871640162432
9440.0,,0.344,-8.61,31.53,34075.9,metal loss,External,29.0,0.1,,,0.59,0.94,06:20:00,Recoat,,1.0,125.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.21,2041.35,1541.75,2140.69,1542.47,2141.69,0.75,1.85,180.0,10386.334320000002,ft,14.985999999999999,in,23.875999999999998,in,29.0,180.0,,True,True,False,10417.920431103148
9440.0,,,,,34077.68,Attachment,,,,,,,,06:00:00,Repair Marker,,,125.83,,,,,,,,,,,,,,,,180.0,10386.876864,ft,,in,,in,,180.0,,True,False,False,10418.463230318588
9440.0,,,,,34097.46,AGM,,,,,,,,,AGM#13 AT PLM/ ON FENCE,,,125.85,,,,,,,,,,,,,,,,,10392.905808,ft,,in,,in,,,,False,False,False,10424.495010364348
9440.0,,,,,34105.76,Attachment,,,,,,,,05:30:00,Repair Marker,,,125.91,,,,,,,,,,,,,,,,150.0,10395.435648,ft,,in,,in,,150.0,,True,False,False,10427.026040413883
9440.0,,,,,34105.84,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig#22,,,125.91,,,,,,,,,,,,,,,,,10395.460031999999,ft,,in,,in,,,,False,False,False,10427.050435884239
9440.0,,0.344,-39.25,0.89,34106.55,metal loss,External,45.0,0.155,,,0.98,4.49,10:27:00,Repaired?,,1.0,125.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1448.97,2011.86,1515.78,2104.63,1520.83,2111.63,0.77,1.81,300.0,10395.676440000001,ft,24.892,in,114.04599999999999,in,45.0,300.0,,True,True,False,10427.26694568366
9440.0,,,,,34107.29,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig#22,,,125.93,,,,,,,,,,,,,,,,,10395.901992000001,ft,,in,,in,,,,False,False,False,10427.492603784462
9440.0,,0.344,-40.02,0.11,34107.32,metal loss,External,14.0,0.048,,,0.94,1.58,11:45:00,affecting girth weld; Recoat,,1.0,125.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.01,2041.08,,,,,,,330.0,10395.911136,ft,23.875999999999998,in,40.132,in,14.0,330.0,,True,True,False,10427.501752085844
9450.0,40.08,0.344,,,34107.43,GirthWeld,,,,,,,,,,3.0,0.7,125.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10395.944664,ft,,in,,in,,,,False,False,False,10427.535295857586
9450.0,,0.344,-0.8,39.28,34108.23,metal loss,External,11.0,0.038,,,0.51,1.1,10:37:00,Recoat,,0.7,125.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,10396.188504000002,ft,12.953999999999999,in,27.94,in,11.0,300.0,,True,True,False,10427.779250561156
9450.0,,,,,34108.7,Attachment,,,,,,,,06:00:00,Repair Marker,,,125.93,,,,,,,,,,,,,,,,180.0,10396.33176,ft,,in,,in,,180.0,,True,False,False,10427.9225739495
9450.0,,0.344,-32.49,7.59,34139.92,metal loss,External,11.0,0.038,,,0.79,1.65,04:58:00,,,0.7,125.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,10405.847616,ft,20.066,in,41.91,in,11.0,120.0,,True,True,False,10437.442906256305
9450.0,,0.344,-33.31,6.78,34140.74,metal loss,External,41.0,0.141,,,0.94,1.46,05:39:00,,,0.7,125.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.36,2019.34,1522.69,2114.22,1526.41,2119.38,0.76,1.82,150.0,10406.097552,ft,23.875999999999998,in,37.083999999999996,in,41.0,150.0,,True,True,False,10437.692959827464
9460.0,40.14,0.344,,,34147.51,GirthWeld,,,,,,,,,,3.0,1.0,125.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10408.161048000002,ft,,in,,in,,,,False,False,False,10439.757426506425
9460.0,,0.344,-9.07,31.07,34156.58,metal loss,External,19.0,0.065,,,1.97,1.73,04:07:00,,,1.0,125.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,1445.32,2006.8,,,,,,,120.0,10410.925584,ft,50.038,in,43.942,in,19.0,120.0,,True,True,False,10442.523262958144
9460.0,,0.344,-9.98,30.16,34157.5,metal loss,External,31.0,0.107,,,1.85,2.32,05:04:00,,,1.0,125.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,1426.2,1980.24,1489.9,2068.69,1496.39,2077.7,0.78,1.78,150.0,10411.206,ft,46.99,in,58.92799999999999,in,31.0,150.0,,True,True,False,10442.803810867248
9460.0,,0.344,-10.72,29.42,34158.24,metal loss,External,12.0,0.041,,,0.59,1.81,05:38:00,,,1.0,125.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,10411.431552,ft,14.985999999999999,in,45.974,in,12.0,150.0,,True,True,False,10443.02946896805
9460.0,,,,,34186.91,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #23 Recoat,,,126.26,,,,,,,,,,,,,,,,180.0,10420.170168000002,ft,,in,,in,,180.0,,True,False,False,10451.77219565723
9470.0,40.09,0.344,,,34187.65,GirthWeld,,,,,,,,,,5.0,0.7,126.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10420.39572,ft,,in,,in,,,,False,False,False,10451.99785375803
9470.0,,0.344,-0.76,39.34,34188.41,metal loss,External,34.0,0.117,,,1.65,5.08,05:10:00,Recoat,,0.7,126.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1430.17,1985.76,1494.42,2074.97,1500.98,2084.07,0.78,1.79,150.0,10420.627368000001,ft,41.91,in,129.03199999999998,in,34.0,150.0,,True,True,False,10452.229610726421
9470.0,,0.344,-0.78,39.31,34188.43,metal loss,External,31.0,0.107,,,1.81,2.05,02:47:00,Recoat,,0.7,126.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1428.2,1983.03,1492.34,2072.07,1498.57,2080.72,0.78,1.79,60.0,10420.633464,ft,45.974,in,52.06999999999999,in,31.0,60.0,,True,True,False,10452.23570959401
9470.0,,0.344,-0.78,39.31,34188.44,metal loss,External,21.0,0.072,,,1.38,4.17,07:17:00,Recoat,,0.7,126.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.94,2022.93,1526.86,2120.0,1528.17,2121.82,0.76,1.83,210.0,10420.636512000001,ft,35.05199999999999,in,105.91799999999999,in,21.0,210.0,,True,True,False,10452.238759027805
9470.0,,0.344,-0.79,39.3,34188.44,metal loss,External,29.0,0.1,,,1.22,4.57,03:53:00,Recoat,,0.7,126.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.37,2017.97,1522.4,2113.81,1525.14,2117.62,0.76,1.82,90.0,10420.636512000001,ft,30.987999999999996,in,116.078,in,29.0,90.0,,True,True,False,10452.238759027805
9470.0,,0.344,-0.79,39.3,34188.45,metal loss,External,29.0,0.1,,,1.14,1.81,06:34:00,Recoat,,0.7,126.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.11,2021.77,1525.57,2118.22,1527.99,2121.58,0.76,1.83,180.0,10420.63956,ft,28.955999999999996,in,45.974,in,29.0,180.0,,True,True,False,10452.241808461598
9470.0,,,,,34189.44,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #23 Recoat,,,126.32,,,,,,,,,,,,,,,,180.0,10420.941312,ft,,in,,in,,180.0,,True,False,False,10452.543702407267
9480.0,40.09,0.344,,,34227.74,GirthWeld,,,,,,,,,,,0.7,127.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10432.615152,ft,,in,,in,,,,False,False,False,10464.223033840663
9490.0,40.13,0.344,,,34267.84,GirthWeld,,,,,,,,,,,0.7,127.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10444.837631999999,ft,,in,,in,,,,False,False,False,10476.451263357088
9500.0,40.11,0.344,,,34307.96,GirthWeld,,,,,,,,,,,0.7,128.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10457.066208,ft,,in,,in,,,,False,False,False,10488.685591741109
9510.0,32.31,0.344,,,34348.08,GirthWeld,,,,,,,,,,,0.7,129.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10469.294784000002,ft,,in,,in,,,,False,False,False,10500.919920125127
9520.0,40.05,0.344,,,34380.39,GirthWeld,,,,,,,,,,,0.7,129.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10479.142872,ft,,in,,in,,,,False,False,False,10510.772640715544
9530.0,40.13,0.344,,,34420.43,GirthWeld,,,,,,,,,,,0.7,129.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10491.347064000001,ft,,in,,in,,,,False,False,False,10522.982573629204
9540.0,40.05,0.344,,,34460.57,GirthWeld,,,,,,,,,,,0.7,129.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10503.581736,ft,,in,,in,,,,False,False,False,10535.22300088081
9550.0,29.9,0.344,,,34500.61,GirthWeld,,,,,,,,,,,0.7,127.97,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10515.785928000001,ft,,in,,in,,,,False,False,False,10547.432933794471
9560.0,40.08,0.344,,,34530.51,GirthWeld,,,,,,,,,,,1.0,126.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10524.899448000002,ft,,in,,in,,,,False,False,False,10556.550740840386
9570.0,40.07,0.344,,,34570.59,GirthWeld,,,,,,,,,,,1.0,123.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10537.115832,ft,,in,,in,,,,False,False,False,10568.772871489222
9580.0,39.69,0.344,,,34610.66,GirthWeld,,,,,,,,,,,1.0,120.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10549.329168000002,ft,,in,,in,,,,False,False,False,10580.99195270427
9590.0,40.25,0.344,,,34650.35,GirthWeld,,,,,,,,,,1.0,0.7,116.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10561.42668,ft,,in,,in,,,,False,False,False,10593.095155435116
9590.0,,0.344,-19.91,20.33,34670.26,metal loss,External,13.0,0.045,,,0.87,1.18,07:24:00,,,0.7,115.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.41,2043.01,,,,,,,210.0,10567.495248000001,ft,22.098,in,29.971999999999998,in,13.0,210.0,,True,True,False,10599.166578120206
9600.0,40.07,0.344,,,34690.59,GirthWeld,,,,,,,,,,,0.7,116.72,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10573.691831999999,ft,,in,,in,,,,False,False,False,10605.366077024666
9610.0,40.08,0.344,,,34730.66,GirthWeld,,,,,,,,,,,0.7,117.85,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10585.905168000001,ft,,in,,in,,,,False,False,False,10617.585158239714
9620.0,40.06,0.344,,,34770.73,GirthWeld,,,,,,,,,,,0.7,116.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10598.118504000002,ft,,in,,in,,,,False,False,False,10629.804239454757
9630.0,40.07,0.344,,,34810.79,GirthWeld,,,,,,,,,,,0.7,112.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10610.328792,ft,,in,,in,,,,False,False,False,10642.020271236006
9640.0,40.09,0.344,,,34850.86,GirthWeld,,,,,,,,,,,1.0,107.94,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10622.542128000001,ft,,in,,in,,,,False,False,False,10654.23935245105
9650.0,40.03,0.344,,,34890.95,GirthWeld,,,,,,,,,,2.0,0.7,102.85,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10634.761559999999,ft,,in,,in,,,,False,False,False,10666.464532533682
9650.0,,0.344,-21.29,18.74,34912.23,metal loss manufacturing,,21.0,0.072,,,0.39,0.75,06:59:00,,,0.7,99.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,10641.247704000001,ft,9.906,in,19.049999999999997,in,21.0,180.0,,True,True,False,10672.953727648635
9650.0,,0.344,-22.8,17.23,34913.75,metal loss manufacturing,,18.0,0.062,,,0.43,0.67,10:50:00,,,0.7,99.22,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,10641.711000000001,ft,10.921999999999999,in,17.018,in,18.0,300.0,,True,True,False,10673.41724158542
9660.0,40.11,0.344,,,34930.98,GirthWeld,,,,,,,,,,1.0,0.7,95.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10646.962704000001,ft,,in,,in,,,,False,False,False,10678.671416013549
9660.0,,0.344,-31.51,8.6,34962.49,metal loss,External,10.0,0.034,,,0.79,1.38,02:16:00,,,0.7,89.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,10656.566952,ft,20.066,in,35.05199999999999,in,10.0,60.0,,True,True,False,10688.280181900396
9670.0,40.13,0.344,,,34971.09,GirthWeld,,,,,,,,,,1.0,0.7,88.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10659.188231999999,ft,,in,,in,,,,False,False,False,10690.902694963768
9670.0,,0.344,-0.8,39.33,34971.89,metal loss,External,14.0,0.048,,,0.43,1.18,11:39:00,,,0.7,88.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.85,2047.79,,,,,,,330.0,10659.432072,ft,10.921999999999999,in,29.971999999999998,in,14.0,330.0,,True,True,False,10691.14664966734
9680.0,40.21,0.344,,,35011.22,GirthWeld,,,,,,,,,,,0.7,85.91,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10671.419856,ft,,in,,in,,,,False,False,False,10703.140072781584
9690.0,27.46,0.344,,,35051.44,GirthWeld,,,,,,,,,,1.0,1.0,89.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10683.678912000001,ft,,in,,in,,,,False,False,False,10715.404895503547
9690.0,,0.344,-0.03,27.43,35051.46,metal loss,External,11.0,0.038,,,0.39,1.14,02:07:00,affecting girth weld,,1.0,89.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,10683.685008,ft,9.906,in,28.955999999999996,in,11.0,60.0,,True,True,False,10715.410994371136
9700.0,40.02,0.344,,,35078.89,GirthWeld,,,,,,,,,,,0.7,95.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10692.045672,ft,,in,,in,,,,False,False,False,10723.77559126978
9710.0,40.01,0.344,,,35118.91,GirthWeld,,,,,,,,,,,0.7,102.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10704.243768000002,ft,,in,,in,,,,False,False,False,10735.97942531585
9720.0,40.07,0.344,,,35158.92,GirthWeld,,,,,,,,,,,0.7,106.57,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10716.438816,ft,,in,,in,,,,False,False,False,10748.180209928125
9730.0,40.08,0.344,,,35198.99,GirthWeld,,,,,,,,,,,0.7,109.97,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10728.652152,ft,,in,,in,,,,False,False,False,10760.39929114317
9740.0,40.23,0.344,,,35239.07,GirthWeld,,,,,,,,,,,0.7,113.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10740.868536,ft,,in,,in,,,,False,False,False,10772.621421792008
9750.0,40.08,0.344,,,35279.3,GirthWeld,,,,,,,,,,,0.7,116.8,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10753.130640000001,ft,,in,,in,,,,False,False,False,10784.889293947766
9760.0,40.09,0.344,,,35319.37,GirthWeld,,,,,,,,,,,1.0,118.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10765.343976000002,ft,,in,,in,,,,False,False,False,10797.108375162812
9770.0,40.1,0.344,,,35359.46,GirthWeld,,,,,,,,,,,1.0,119.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10777.563408,ft,,in,,in,,,,False,False,False,10809.333555245443
9780.0,40.07,0.344,,,35399.57,GirthWeld,,,,,,,,,,,1.0,120.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10789.788936,ft,,in,,in,,,,False,False,False,10821.564834195666
9790.0,4.05,0.344,,,35439.64,GirthWeld,,,,,,,,,,,0.7,119.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10802.002272,ft,,in,,in,,,,False,False,False,10833.78391541071
9800.0,39.92,0.5,,,35443.69,GirthWeld,,,,,,,,,,,0.7,119.95,,,,1160.0,60000.0,,1800.0,,,,,,,,,,10803.236712000002,ft,,in,,in,,,,False,False,False,10835.018936097533
9810.0,4.06,0.344,,,35483.61,GirthWeld,,,,,,,,,,,0.7,120.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10815.404328,ft,,in,,in,,,,False,False,False,10847.192275805655
9820.0,39.99,0.344,,,35487.68,GirthWeld,,,,,,,,,,,1.0,120.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10816.644864,ft,,in,,in,,,,False,False,False,10848.433395360065
9830.0,27.26,0.344,,,35527.67,GirthWeld,,,,,,,,,,,0.7,120.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10828.833816,ft,,in,,in,,,,False,False,False,10860.628081104753
9840.0,40.07,0.344,,,35554.93,GirthWeld,,,,,,,,,,,0.7,121.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10837.142664,ft,,in,,in,,,,False,False,False,10868.940837628888
9850.0,39.99,0.344,,,35595.0,GirthWeld,,,,,,,,,,,0.7,122.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10849.356,ft,,in,,in,,,,False,False,False,10881.159918843932
9860.0,40.03,0.344,,,35634.99,GirthWeld,,,,,,,,,,1.0,0.7,124.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10861.544952,ft,,in,,in,,,,False,False,False,10893.35460458862
9860.0,,0.344,-0.86,39.17,35635.85,metal loss,External,35.0,0.12,,,0.51,1.22,05:55:00,,,0.7,124.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.54,2041.8,1542.01,2141.04,1542.84,2142.19,0.75,1.85,150.0,10861.80708,ft,12.953999999999999,in,30.987999999999996,in,35.0,150.0,,True,True,False,10893.616855894958
9870.0,40.03,0.344,,,35675.02,GirthWeld,,,,,,,,,,,0.7,126.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10873.746095999999,ft,,in,,in,,,,False,False,False,10905.561488068484
9880.0,40.08,0.344,,,35715.04,GirthWeld,,,,,,,,,,,0.7,129.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10885.944192,ft,,in,,in,,,,False,False,False,10917.765322114556
9890.0,40.06,0.344,,,35755.13,GirthWeld,,,,,,,,,,2.0,1.0,130.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10898.163623999999,ft,,in,,in,,,,False,False,False,10929.990502197188
9890.0,,0.344,-39.16,0.9,35794.29,metal loss,External,27.0,0.093,,,0.79,2.28,07:01:00,,,1.0,131.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.11,2037.04,1538.28,2135.86,1539.28,2137.25,0.75,1.84,210.0,10910.099592,ft,20.066,in,57.91199999999999,in,27.0,210.0,,True,True,False,10941.932084936923
9890.0,,0.344,-39.19,0.87,35794.32,metal loss,External,14.0,0.048,,,0.87,0.63,06:05:00,,,1.0,131.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.0,2042.45,,,,,,,180.0,10910.108736,ft,22.098,in,16.002,in,14.0,180.0,,True,True,False,10941.941233238307
9900.0,40.02,0.344,,,35795.19,GirthWeld,,,,,,,,,,,0.7,131.72,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10910.373912000001,ft,,in,,in,,,,False,False,False,10942.206533978439
9910.0,40.05,0.344,,,35835.21,GirthWeld,,,,,,,,,,2.0,1.0,132.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10922.572008000001,ft,,in,,in,,,,False,False,False,10954.41036802451
9910.0,,0.344,-18.27,21.77,35853.48,metal loss manufacturing,,15.0,0.052,,,0.32,0.79,06:12:00,,,1.0,133.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,10928.140704000001,ft,8.128,in,20.066,in,15.0,180.0,,True,True,False,10959.981683567281
9910.0,,0.344,-18.35,21.69,35853.56,metal loss manufacturing,,10.0,0.034,,,0.32,0.63,06:00:00,,,1.0,133.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,10928.165088,ft,8.128,in,16.002,in,10.0,180.0,,True,True,False,10960.006079037637
9920.0,40.03,0.344,,,35875.25,GirthWeld,,,,,,,,,,7.0,1.0,133.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10934.7762,ft,,in,,in,,,,False,False,False,10966.62030093817
9920.0,,0.344,-0.7,39.33,35875.95,metal loss,External,26.0,0.089,,,1.22,6.46,04:46:00,,,1.0,133.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.19,2021.88,1525.81,2118.55,1527.9,2121.45,0.76,1.83,120.0,10934.98956,ft,30.987999999999996,in,164.084,in,26.0,120.0,,True,True,False,10966.833761303793
9920.0,,0.344,-0.71,39.32,35875.96,metal loss,External,14.0,0.048,,,0.91,1.93,06:34:00,,,1.0,133.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.87,,,,,,,180.0,10934.992608,ft,23.114,in,49.022,in,14.0,180.0,,True,True,False,10966.836810737588
9920.0,,0.344,-0.73,39.3,35875.98,metal loss,External,16.0,0.055,,,1.26,2.28,03:52:00,,,1.0,133.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.13,2032.91,,,,,,,90.0,10934.998704000001,ft,32.004,in,57.91199999999999,in,16.0,90.0,,True,True,False,10966.842909605179
9920.0,,0.344,-0.73,39.3,35875.98,cluster,External,22.0,0.076,,,1.18,4.73,07:39:00,,,1.0,133.97,,,,1160.0,65000.0,,1342.0,1460.78,2028.25,1531.22,2126.06,1531.89,2127.0,0.76,1.83,210.0,10934.998704000001,ft,29.971999999999998,in,120.14200000000001,in,22.0,210.0,,True,True,False,10966.842909605179
9920.0,,0.344,-0.75,39.28,35876.0,metal loss,External,25.0,0.086,,,0.79,3.46,08:55:00,,,1.0,133.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.67,2037.82,1538.96,2136.81,1539.8,2137.97,0.75,1.84,240.0,10935.0048,ft,20.066,in,87.884,in,25.0,240.0,,True,True,False,10966.849008472765
9920.0,,0.344,-0.77,39.26,35876.02,metal loss,External,19.0,0.065,,,0.63,2.95,10:42:00,,,1.0,133.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.28,2044.23,,,,,,,300.0,10935.010896,ft,16.002,in,74.93,in,19.0,300.0,,True,True,False,10966.855107340354
9920.0,,0.344,-0.77,39.26,35876.02,metal loss,External,11.0,0.038,,,0.83,2.52,01:29:00,,,1.0,133.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,10935.010896,ft,21.081999999999997,in,64.008,in,11.0,30.0,,True,True,False,10966.855107340354
9930.0,40.04,0.344,,,35915.28,GirthWeld,,,,,,,,,,,0.7,135.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10946.977344,ft,,in,,in,,,,False,False,False,10978.827184418036
9940.0,40.05,0.344,,,35955.32,GirthWeld,,,,,,,,,,,0.7,136.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10959.181536,ft,,in,,in,,,,False,False,False,10991.037117331694
9940.0,,,,,35973.21,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #24,,,136.67,,,,,,,,,,,,,,,,180.0,10964.634408,ft,,in,,in,,180.0,,True,False,False,10996.49255439027
9940.0,,,,,35973.92,Area Start Sleeve,,,,,,,,,2012 Dig #24,,,136.69,,,,,,,,,,,,,,,,,10964.850816,ft,,in,,in,,,,False,False,False,10996.709064189688
9940.0,,,,,35976.29,Area End Sleeve,,,,,,,,,2012 Dig #24,,,136.77,,,,,,,,,,,,,,,,,10965.573192000002,ft,,in,,in,,,,False,False,False,10997.431779999015
9940.0,,,,,35976.78,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #24,,,136.79,,,,,,,,,,,,,,,,180.0,10965.722544,ft,,in,,in,,180.0,,True,False,False,10997.58120225495
9950.0,40.04,0.344,,,35995.37,GirthWeld,,,,,,,,,,,1.0,137.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10971.388776000002,ft,,in,,in,,,,False,False,False,11003.250099679151
9960.0,40.0,0.344,,,36035.4,GirthWeld,,,,,,,,,,,0.7,138.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10983.58992,ft,,in,,in,,,,False,False,False,11015.456983159016
9970.0,40.0,0.344,,,36075.4,GirthWeld,,,,,,,,,,,0.7,139.1,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10995.781920000001,ft,,in,,in,,,,False,False,False,11027.654718337499
9980.0,40.01,0.344,,,36115.4,GirthWeld,,,,,,,,,,,0.7,140.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11007.97392,ft,,in,,in,,,,False,False,False,11039.852453515978
9990.0,40.02,0.344,,,36155.42,GirthWeld,,,,,,,,,,,0.7,142.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11020.172016,ft,,in,,in,,,,False,False,False,11052.056287562049
10000.0,39.86,0.344,,,36195.43,GirthWeld,,,,,,,,,,,0.7,143.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11032.367064,ft,,in,,in,,,,False,False,False,11064.257072174325
10010.0,40.08,0.344,,,36235.3,GirthWeld,,,,,,,,,,,0.7,145.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11044.519440000002,ft,,in,,in,,,,False,False,False,11076.415164713479
10020.0,39.87,0.344,,,36275.38,GirthWeld,,,,,,,,,,,0.7,146.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11056.735824,ft,,in,,in,,,,False,False,False,11088.637295362314
10030.0,40.04,0.344,,,36315.25,GirthWeld,,,,,,,,,,,0.7,147.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11068.888200000001,ft,,in,,in,,,,False,False,False,11100.795387901468
10040.0,40.04,0.344,,,36355.29,GirthWeld,,,,,,,,,,,0.7,147.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11081.092392,ft,,in,,in,,,,False,False,False,11113.005320815128
10050.0,40.07,0.344,,,36395.33,GirthWeld,,,,,,,,,,,0.7,147.37,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11093.296584000002,ft,,in,,in,,,,False,False,False,11125.21525372879
