J. no.,J. len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
8320.0,40.02,0.344,,30391.46,761.6713,Girth Weld,,,,,,,,,,9263.317008,ft,,in,,in,,,weld,False,False,True
8330.0,39.93,0.344,,30431.48,761.3056,Girth Weld,,,,,,,,,,9275.515104,ft,,in,,in,,,weld,False,False,True
8340.0,39.96,0.344,,30471.4,761.7198,Girth Weld,,,,,,,,,,9287.68272,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.56,30471.96,761.7262,Cluster,17.0,,4.76,11.46,,06:06:00,NO,,180.0,9287.853408,ft,120.90399999999998,in,291.084,in,17.0,180.0,cluster,True,True,True
8350.0,39.92,0.344,,30511.36,761.8387,Girth Weld,,,,,,,,,,9299.862528000001,ft,,in,,in,,,weld,False,False,True
8360.0,40.01,0.344,,30551.28,761.8228,Girth Weld,,,,,,,,,,9312.030144,ft,,in,,in,,,weld,False,False,True
,,0.344,-19.71,30570.99,761.7328,metal loss-manufacturing anomaly,19.0,,3.31,0.55,,11:29:00,,,330.0,9318.037752,ft,84.074,in,13.97,in,19.0,330.0,corrosion,True,True,True
,,0.344,-22.16,30573.44,761.7224,metal loss-manufacturing anomaly,10.0,,4.17,4.25,,11:38:00,,,330.0,9318.784512,ft,105.91799999999999,in,107.94999999999999,in,10.0,330.0,corrosion,True,True,True
,,0.344,-22.74,30574.03,761.7199,metal loss-manufacturing anomaly,26.0,,3.66,0.71,,11:51:00,,,330.0,9318.964344,ft,92.964,in,18.034,in,26.0,330.0,corrosion,True,True,True
,,0.344,-23.47,30574.76,761.7168,metal loss-manufacturing anomaly,10.0,,3.11,0.87,,11:36:00,,,330.0,9319.186848,ft,78.99399999999999,in,22.098,in,10.0,330.0,corrosion,True,True,True
,,0.344,-24.82,30576.1,761.7112,metal loss-manufacturing anomaly,15.0,,3.58,7.01,,11:33:00,,,330.0,9319.59528,ft,90.932,in,178.05399999999997,in,15.0,330.0,corrosion,True,True,True
,,0.344,-25.58,30576.86,761.7079,metal loss-manufacturing anomaly,10.0,,3.23,1.58,,11:42:00,,,330.0,9319.826928,ft,82.042,in,40.132,in,10.0,330.0,corrosion,True,True,True
,,0.344,-26.01,30577.29,761.7061,metal loss-manufacturing anomaly,14.0,,4.02,3.74,,11:30:00,,,330.0,9319.957992000001,ft,102.10799999999999,in,94.996,in,14.0,330.0,corrosion,True,True,True
,,0.344,-26.71,30577.99,761.7032,metal loss-manufacturing anomaly,10.0,,4.13,8.66,,11:20:00,,,330.0,9320.171352000001,ft,104.90199999999999,in,219.964,in,10.0,330.0,corrosion,True,True,True
,,0.344,-27.33,30578.61,761.7006,metal loss-manufacturing anomaly,28.0,,3.94,6.38,,11:28:00,,,330.0,9320.360328,ft,100.076,in,162.052,in,28.0,330.0,corrosion,True,True,True
8370.0,39.97,0.344,,30591.29,761.6502,Girth Weld,,,,,,,,,,9324.225192,ft,,in,,in,,,weld,False,False,True
8380.0,39.97,0.344,,30631.25,761.5275,Girth Weld,,,,,,,,,,9336.405,ft,,in,,in,,,weld,False,False,True
8390.0,39.93,0.344,,30671.23,761.3539,Girth Weld,,,,,,,,,,9348.590904,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.65,30676.87,761.3112,metal loss-manufacturing anomaly,17.0,,3.03,0.55,,06:24:00,,,180.0,9350.309976,ft,76.96199999999999,in,13.97,in,17.0,180.0,corrosion,True,True,True
,,0.344,-5.65,30676.88,761.3111,metal loss-manufacturing anomaly,13.0,,2.79,0.63,,06:34:00,,,180.0,9350.313024000001,ft,70.866,in,16.002,in,13.0,180.0,corrosion,True,True,True
8400.0,28.81,0.344,,30711.15,761.0021,Girth Weld,,,,,,,,,,9360.758520000001,ft,,in,,in,,,weld,False,False,True
8410.0,35.39,0.344,,30739.96,760.7137,Girth Weld,,,,,,,,,,9369.539808,ft,,in,,in,,,weld,False,False,True
8420.0,36.59,0.344,,30775.35,760.5204,Girth Weld,,,,,,,,,,9380.32668,ft,,in,,in,,,weld,False,False,True
8430.0,39.98,0.344,,30811.94,760.4891,Girth Weld,,,,,,,,,,9391.479312,ft,,in,,in,,,weld,False,False,True
8440.0,10.94,0.5,,30851.92,760.7601,Girth Weld,,,,,,,,"0.500""",,9403.665216,ft,,in,,in,,,weld,False,False,True
,,,,30857.47,760.8025,Bend,,,,,,,,6.2D - 29° - Left,,9405.356856,ft,,in,,in,,,bend,False,False,True
8450.0,21.51,0.344,,30862.86,760.8388,Girth Weld,,,,,,,,"0.344""",,9406.999728,ft,,in,,in,,,weld,False,False,True
8460.0,39.99,0.344,,30884.37,760.9289,Girth Weld,,,,,,,,,,9413.555976,ft,,in,,in,,,weld,False,False,True
8470.0,10.35,0.5,,30924.36,760.828,Girth Weld,,,,,,,,"0.500""",,9425.744928,ft,,in,,in,,,weld,False,False,True
,,,,30929.58,760.7593,Bend,,,,,,,,5.7D - 29° - Right,,9427.335984000001,ft,,in,,in,,,bend,False,False,True
8480.0,33.68,0.344,,30934.71,760.6891,Girth Weld,,,,,,,,"0.344""",,9428.899608,ft,,in,,in,,,weld,False,False,True
8490.0,39.99,0.344,,30968.4,760.2341,Girth Weld,,,,,,,,,,9439.16832,ft,,in,,in,,,weld,False,False,True
8500.0,39.9,0.344,,31008.39,759.4888,Girth Weld,,,,,,,,,,9451.357272000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.28,31013.67,759.3892,metal loss-manufacturing anomaly,15.0,,0.47,0.71,,04:16:00,,,120.0,9452.966616,ft,11.937999999999999,in,18.034,in,15.0,120.0,corrosion,True,True,True
8510.0,40.0,0.344,,31048.29,758.8495,Girth Weld,,,,,,,,,,9463.518792,ft,,in,,in,,,weld,False,False,True
8520.0,40.01,0.344,,31088.29,758.4124,Girth Weld,,,,,,,,,,9475.710792,ft,,in,,in,,,weld,False,False,True
8530.0,39.89,0.344,,31128.31,758.1301,Girth Weld,,,,,,,,,,9487.908888000002,ft,,in,,in,,,weld,False,False,True
8540.0,39.85,0.344,,31168.2,757.8686,Girth Weld,,,,,,,,,,9500.067360000001,ft,,in,,in,,,weld,False,False,True
8550.0,39.92,0.344,,31208.05,758.4418,Girth Weld,,,,,,,,,,9512.21364,ft,,in,,in,,,weld,False,False,True
8560.0,39.94,0.344,,31247.97,759.3994,Girth Weld,,,,,,,,,,9524.381256,ft,,in,,in,,,weld,False,False,True
8570.0,35.4,0.344,,31287.91,760.0025,Girth Weld,,,,,,,,,,9536.554968,ft,,in,,in,,,weld,False,False,True
8580.0,39.95,0.344,,31323.31,760.143,Girth Weld,,,,,,,,,,9547.344888000001,ft,,in,,in,,,weld,False,False,True
8590.0,39.98,0.344,,31363.26,760.4535,Girth Weld,,,,,,,,,,9559.521648,ft,,in,,in,,,weld,False,False,True
8600.0,39.96,0.344,,31403.24,760.8045,Girth Weld,,,,,,,,,,9571.707552000002,ft,,in,,in,,,weld,False,False,True
8610.0,39.97,0.344,,31443.2,760.4857,Girth Weld,,,,,,,,,,9583.88736,ft,,in,,in,,,weld,False,False,True
8620.0,9.67,0.344,,31483.17,760.0575,Girth Weld,,,,,,,,,,9596.070216,ft,,in,,in,,,weld,False,False,True
8630.0,9.46,0.5,,31492.84,759.9664,Girth Weld,,,,,,,,"0.500""",,9599.017632000001,ft,,in,,in,,,weld,False,False,True
,,,,31497.61,759.9764,Bend,,,,,,,,6.2D - 22° - Left,,9600.471528,ft,,in,,in,,,bend,False,False,True
8640.0,6.14,0.344,,31502.29,759.9959,Girth Weld,,,,,,,,"0.344""",,9601.897992,ft,,in,,in,,,weld,False,False,True
8650.0,40.07,0.344,,31508.43,760.0238,Girth Weld,,,,,,,,,,9603.769464,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.68,31509.12,760.0275,Cluster,31.0,,6.41,31.02,1.6,02:17:00,NO,,60.0,9603.979776,ft,162.814,in,787.9079999999999,in,31.0,60.0,cluster,True,True,True
,,0.344,-0.79,31509.22,760.0281,Cluster,14.0,,3.59,14.6,,10:05:00,NO,,300.0,9604.010256000001,ft,91.18599999999999,in,370.84,in,14.0,300.0,cluster,True,True,True
,,,,31547.58,760.2166,Above Ground Marker,,,,,,,,AGM 6,,9615.702384,ft,,in,,in,,,above ground marker,False,False,True
8660.0,15.91,0.344,,31548.5,760.2197,Girth Weld,,,,,,,,,,9615.9828,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.7,31549.2,760.2205,Cluster,28.0,,5.63,6.43,1.65,02:54:00,NO,,60.0,9616.196160000001,ft,143.00199999999998,in,163.32199999999997,in,28.0,60.0,cluster,True,True,True
,,0.344,-0.7,31549.2,760.2205,Cluster,12.0,,4.92,4.34,,05:24:00,NO,,150.0,9616.196160000001,ft,124.96799999999999,in,110.23599999999999,in,12.0,150.0,cluster,True,True,True
,,0.344,-2.56,31551.06,760.2221,Cluster,11.0,,6.3,7.92,,11:30:00,NO,,330.0,9616.763088000002,ft,160.01999999999998,in,201.16799999999998,in,11.0,330.0,cluster,True,True,True
8670.0,9.74,0.5,,31564.41,760.1928,Girth Weld,,,,,,,,"0.500""",,9620.832168,ft,,in,,in,,,weld,False,False,True
,,,,31569.39,760.0463,Bend,,,,,,,,6.1D - 25° - Right,,9622.350072000001,ft,,in,,in,,,bend,False,False,True
8680.0,10.89,0.344,,31574.15,759.8862,Girth Weld,,,,,,,,"0.344""",,9623.800920000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.77,31574.91,759.8604,Cluster,52.0,,4.91,8.27,1.43,06:22:00,NO,,180.0,9624.032568,ft,124.714,in,210.05799999999996,in,52.0,180.0,cluster,True,True,True
,,0.344,-0.8,31574.95,759.8592,Cluster,10.0,,3.01,5.43,,03:58:00,NO,,90.0,9624.04476,ft,76.454,in,137.922,in,10.0,90.0,cluster,True,True,True
,,0.344,-0.81,31574.96,759.8589,metal loss,24.0,,4.13,2.28,1.74,05:29:00,NO,,150.0,9624.047808,ft,104.90199999999999,in,57.91199999999999,in,24.0,150.0,corrosion,True,True,True
,,0.344,-9.33,31583.48,759.5674,metal loss,19.0,,1.42,1.77,,06:28:00,NO,,180.0,9626.644704,ft,36.068,in,44.958,in,19.0,180.0,corrosion,True,True,True
8690.0,21.15,0.344,,31585.04,759.5139,Girth Weld,,,,,,,,,,9627.120192,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.53,31586.57,759.4611,metal loss,16.0,,1.3,3.62,,05:46:00,NO,,150.0,9627.586536,ft,33.019999999999996,in,91.948,in,16.0,150.0,corrosion,True,True,True
8700.0,39.96,0.344,,31606.19,758.77,Girth Weld,,,,,,,,,,9633.566712,ft,,in,,in,,,weld,False,False,True
8710.0,10.61,0.344,,31646.15,757.8239,Girth Weld,,,,,,,,,,9645.74652,ft,,in,,in,,,weld,False,False,True
8720.0,24.87,0.344,,31656.76,757.9887,Girth Weld,,,,,,,,,,9648.980448,ft,,in,,in,,,weld,False,False,True
8730.0,10.56,0.344,,31681.63,758.3551,Girth Weld,,,,,,,,,,9656.560824,ft,,in,,in,,,weld,False,False,True
8740.0,39.95,0.344,,31692.19,758.5107,Girth Weld,,,,,,,,,,9659.779512000001,ft,,in,,in,,,weld,False,False,True
8750.0,8.64,0.344,,31732.15,759.0143,Girth Weld,,,,,,,,,,9671.959320000002,ft,,in,,in,,,weld,False,False,True
8760.0,40.01,0.344,,31740.78,759.0858,Girth Weld,,,,,,,,,,9674.589744,ft,,in,,in,,,weld,False,False,True
8770.0,38.02,0.344,,31780.8,759.2732,Girth Weld,,,,,,,,,,9686.78784,ft,,in,,in,,,weld,False,False,True
8780.0,14.08,0.344,,31818.81,759.3188,Girth Weld,,,,,,,,,,9698.373288,ft,,in,,in,,,weld,False,False,True
8790.0,40.0,0.344,,31832.89,759.3206,Girth Weld,,,,,,,,,,9702.664872000001,ft,,in,,in,,,weld,False,False,True
8800.0,11.72,0.344,,31872.88,759.0155,Girth Weld,,,,,,,,,,9714.853824000002,ft,,in,,in,,,weld,False,False,True
8810.0,40.01,0.344,,31884.6,758.4377,Girth Weld,,,,,,,,,,9718.42608,ft,,in,,in,,,weld,False,False,True
8820.0,16.79,0.344,,31924.61,756.4331,Girth Weld,,,,,,,,,,9730.621128,ft,,in,,in,,,weld,False,False,True
8830.0,40.04,0.344,,31941.4,755.9575,Girth Weld,,,,,,,,,,9735.738720000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.04,31980.44,754.9454,Cluster,13.0,,3.34,16.86,,04:26:00,NO,,120.0,9747.638112,ft,84.836,in,428.24399999999997,in,13.0,120.0,cluster,True,True,True
8840.0,39.94,0.344,,31981.44,754.9188,Girth Weld,,,,,,,,,,9747.942912,ft,,in,,in,,,weld,False,False,True
8850.0,12.19,0.344,,32021.38,753.847,Girth Weld,,,,,,,,,,9760.116624,ft,,in,,in,,,weld,False,False,True
8860.0,39.99,0.344,,32033.57,753.2885,Girth Weld,,,,,,,,,,9763.832136,ft,,in,,in,,,weld,False,False,True
8870.0,6.28,0.344,,32073.56,749.8581,Girth Weld,,,,,,,,,,9776.021088000001,ft,,in,,in,,,weld,False,False,True
8880.0,39.99,0.344,,32079.84,749.0478,Girth Weld,,,,,,,,,,9777.935232,ft,,in,,in,,,weld,False,False,True
8890.0,40.1,0.344,,32119.82,743.7245,Girth Weld,,,,,,,,,,9790.121136,ft,,in,,in,,,weld,False,False,True
8900.0,19.37,0.344,,32159.93,738.7704,Girth Weld,,,,,,,,,,9802.346664,ft,,in,,in,,,weld,False,False,True
8910.0,39.67,0.344,,32179.29,736.6895,Girth Weld,,,,,,,,,,9808.247592000002,ft,,in,,in,,,weld,False,False,True
8920.0,39.93,0.344,,32218.96,733.255,Girth Weld,,,,,,,,,,9820.339008,ft,,in,,in,,,weld,False,False,True
8930.0,14.72,0.344,,32258.9,730.4973,Girth Weld,,,,,,,,,,9832.51272,ft,,in,,in,,,weld,False,False,True
8940.0,31.92,0.344,,32273.61,729.1622,Girth Weld,,,,,,,,,,9836.996328000001,ft,,in,,in,,,weld,False,False,True
8950.0,11.62,0.5,,32305.53,725.357,Girth Weld,,,,,,,,"0.500""",,9846.725544,ft,,in,,in,,,weld,False,False,True
,,,,32311.21,724.6597,Bend,,,,,,,,6.1D - 33° - Sag,,9848.456808,ft,,in,,in,,,bend,False,False,True
8960.0,33.78,0.344,,32317.15,723.9291,Girth Weld,,,,,,,,"0.344""",,9850.26732,ft,,in,,in,,,weld,False,False,True
8970.0,10.56,0.5,,32350.93,719.8251,Girth Weld,,,,,,,,"0.500""",,9860.563464,ft,,in,,in,,,weld,False,False,True
,,,,32356.11,719.2095,Bend,,,,,,,,6.1D - 27° - Left,,9862.142328,ft,,in,,in,,,bend,False,False,True
8980.0,10.45,0.344,,32361.49,718.5709,Girth Weld,,,,,,,,"0.344""",,9863.782152000002,ft,,in,,in,,,weld,False,False,True
8990.0,39.89,0.344,,32371.94,717.278,Girth Weld,,,,,,,,,,9866.967312,ft,,in,,in,,,weld,False,False,True
9000.0,10.31,0.5,,32411.84,718.4058,Girth Weld,,,,,,,,"0.500""",,9879.128832,ft,,in,,in,,,weld,False,False,True
,,,,32416.75,718.7556,Bend,,,,,,,,6.1D - 27° - Sag,,9880.6254,ft,,in,,in,,,bend,False,False,True
9010.0,22.99,0.344,,32422.15,719.1366,Girth Weld,,,,,,,,"0.344""",,9882.271320000002,ft,,in,,in,,,weld,False,False,True
9020.0,39.96,0.344,,32445.14,720.0183,Girth Weld,,,,,,,,,,9889.278672,ft,,in,,in,,,weld,False,False,True
9030.0,29.35,0.344,,32485.09,721.0692,Girth Weld,,,,,,,,,,9901.455432,ft,,in,,in,,,weld,False,False,True
,,0.344,-28.99,32514.08,725.6285,Cluster,16.0,,4.18,2.2,,11:34:00,NO,,330.0,9910.291584,ft,106.17199999999998,in,55.88,in,16.0,330.0,cluster,True,True,True
9040.0,39.73,0.344,,32514.44,725.6928,Girth Weld,,,,,,,,,,9910.401312,ft,,in,,in,,,weld,False,False,True
9050.0,39.92,0.344,,32554.17,732.6616,Girth Weld,,,,,,,,,,9922.511016,ft,,in,,in,,,weld,False,False,True
9060.0,39.99,0.344,,32594.09,739.231,Girth Weld,,,,,,,,,,9934.678632000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.77,32594.86,739.352,Cluster,28.0,,1.45,3.58,1.84,06:40:00,NO,,180.0,9934.913328,ft,36.83,in,90.932,in,28.0,180.0,cluster,True,True,True
,,0.344,-0.82,32594.9,739.3589,metal loss,10.0,,0.94,1.34,,04:25:00,NO,,120.0,9934.92552,ft,23.875999999999998,in,34.036,in,10.0,120.0,corrosion,True,True,True
9070.0,7.98,0.344,,32634.07,744.9207,Girth Weld,,,,,,,,,,9946.864536000001,ft,,in,,in,,,weld,False,False,True
9080.0,8.86,0.5,,32642.05,745.991,Girth Weld,,,,,,,,"0.500""",,9949.29684,ft,,in,,in,,,weld,False,False,True
,,,,32646.53,746.5768,Bend,,,,,,,,5.5D - 23° - Over,,9950.662344,ft,,in,,in,,,bend,False,False,True
9090.0,38.8,0.344,,32650.92,747.1236,Girth Weld,,,,,,,,"0.344""",,9952.000416,ft,,in,,in,,,weld,False,False,True
9100.0,40.04,0.344,,32689.71,751.8671,Girth Weld,,,,,,,,,,9963.823608,ft,,in,,in,,,weld,False,False,True
9110.0,39.96,0.344,,32729.75,755.3506,Girth Weld,,,,,,,,,,9976.0278,ft,,in,,in,,,weld,False,False,True
9120.0,32.07,0.344,,32769.71,754.6787,Girth Weld,,,,,,,,,,9988.207608,ft,,in,,in,,,weld,False,False,True
9130.0,30.45,0.344,,32801.78,753.2472,Girth Weld,,,,,,,,,,9997.982544,ft,,in,,in,,,weld,False,False,True
9140.0,39.9,0.344,,32832.23,752.2754,Girth Weld,,,,,,,,,,10007.263704,ft,,in,,in,,,weld,False,False,True
9150.0,39.97,0.344,,32872.13,751.0648,Girth Weld,,,,,,,,,,10019.425224,ft,,in,,in,,,weld,False,False,True
9160.0,39.93,0.344,,32912.1,749.9425,Girth Weld,,,,,,,,,,10031.60808,ft,,in,,in,,,weld,False,False,True
,,0.344,-13.11,32925.21,749.6401,Cluster,31.0,,21.61,16.78,1.46,07:20:00,NO,,210.0,10035.604008,ft,548.894,in,426.212,in,31.0,210.0,cluster,True,True,True
,,0.344,-13.89,32925.99,749.6223,Cluster,21.0,,4.21,2.89,1.75,06:17:00,NO,,180.0,10035.841752,ft,106.934,in,73.406,in,21.0,180.0,cluster,True,True,True
,,0.344,-15.03,32927.13,749.5958,metal loss,19.0,,1.46,0.75,,06:53:00,NO,,180.0,10036.189224,ft,37.083999999999996,in,19.049999999999997,in,19.0,180.0,corrosion,True,True,True
,,0.344,-16.2,32928.3,749.5687,Cluster,14.0,,2.57,5.09,,07:17:00,NO,,210.0,10036.54584,ft,65.27799999999999,in,129.286,in,14.0,210.0,cluster,True,True,True
9170.0,40.04,0.344,,32952.03,749.0423,Girth Weld,,,,,,,,,,10043.778744,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.74,32952.77,749.0267,Cluster,10.0,,2.57,2.49,,07:12:00,NO,,210.0,10044.004296,ft,65.27799999999999,in,63.246,in,10.0,210.0,cluster,True,True,True
9180.0,40.02,0.344,,32992.07,748.4491,Girth Weld,,,,,,,,,,10055.982936,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.04,33031.11,747.9919,Cluster,10.0,,2.95,5.63,,07:25:00,NO,,210.0,10067.882328000002,ft,74.93,in,143.00199999999998,in,10.0,210.0,cluster,True,True,True
,,0.344,-39.07,33031.14,747.9916,Cluster,15.0,,1.87,10.12,,04:42:00,NO,,120.0,10067.891472000001,ft,47.498,in,257.04799999999994,in,15.0,120.0,cluster,True,True,True
9190.0,40.03,0.344,,33032.09,747.9796,Girth Weld,,,,,,,,,,10068.181031999999,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.79,33032.88,747.9696,Cluster,10.0,,0.88,2.51,,03:34:00,NO,,90.0,10068.421824,ft,22.352,in,63.75399999999999,in,10.0,90.0,cluster,True,True,True
9200.0,40.0,0.344,,33072.12,747.5064,Girth Weld,,,,,,,,,,10080.382176000001,ft,,in,,in,,,weld,False,False,True
9210.0,40.0,0.344,,33112.12,747.1487,Girth Weld,,,,,,,,,,10092.574176000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.79,33112.92,747.1422,Cluster,12.0,,2.48,4.75,,04:02:00,NO,,120.0,10092.818016,ft,62.992,in,120.64999999999999,in,12.0,120.0,cluster,True,True,True
9220.0,40.02,0.344,,33152.12,746.9137,Girth Weld,,,,,,,,,,10104.766176000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.72,33190.85,746.5087,metal loss,11.0,,3.66,7.36,,07:24:00,NO,,210.0,10116.57108,ft,92.964,in,186.944,in,11.0,210.0,corrosion,True,True,True
9230.0,40.02,0.344,,33192.15,746.4878,Girth Weld,,,,,,,,,,10116.967320000002,ft,,in,,in,,,weld,False,False,True
9240.0,40.01,0.344,,33232.17,745.803,Girth Weld,,,,,,,,,,10129.165416,ft,,in,,in,,,weld,False,False,True
9250.0,40.01,0.344,,33272.18,745.1524,Girth Weld,,,,,,,,,,10141.360464000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-32.28,33304.46,744.7818,Cluster,28.0,,4.36,6.72,1.7,11:47:00,NO,,330.0,10151.199408,ft,110.744,in,170.688,in,28.0,330.0,cluster,True,True,True
,,0.344,-32.8,33304.98,744.7765,Cluster,11.0,,3.67,5.55,,11:35:00,NO,,330.0,10151.357904000002,ft,93.21799999999999,in,140.97,in,11.0,330.0,cluster,True,True,True
9260.0,39.39,0.344,,33312.19,744.7073,Girth Weld,,,,,,,,,,10153.555512,ft,,in,,in,,,weld,False,False,True
9270.0,40.0,0.344,,33351.58,744.384,Girth Weld,,,,,,,,,,10165.561584000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-23.38,33374.95,744.1882,Cluster,23.0,,3.55,1.91,1.76,06:10:00,NO,,180.0,10172.68476,ft,90.16999999999999,in,48.513999999999996,in,23.0,180.0,cluster,True,True,True
,,0.344,-29.78,33381.36,744.1271,Cluster,31.0,,1.76,1.32,1.82,05:32:00,NO,,150.0,10174.638528000001,ft,44.704,in,33.528,in,31.0,150.0,cluster,True,True,True
,,0.344,-30.26,33381.84,744.1223,Cluster,29.0,,4.33,4.63,1.69,05:24:00,NO,,150.0,10174.784832,ft,109.982,in,117.60199999999999,in,29.0,150.0,cluster,True,True,True
,,0.344,-31.6,33383.18,744.1089,Cluster,13.0,,4.98,1.64,,05:52:00,NO,,150.0,10175.193264000001,ft,126.492,in,41.65599999999999,in,13.0,150.0,cluster,True,True,True
,,0.344,-38.71,33390.29,744.034,Cluster,20.0,,6.35,4.38,1.71,05:33:00,NO,,150.0,10177.360392,ft,161.29,in,111.252,in,20.0,150.0,cluster,True,True,True
9280.0,40.06,0.344,,33391.58,744.0176,Girth Weld,,,,,,,,,,10177.753584000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-14.08,33405.66,743.7271,metal loss,15.0,,2.05,1.5,,04:30:00,NO,,120.0,10182.045168000002,ft,52.06999999999999,in,38.099999999999994,in,15.0,120.0,corrosion,True,True,True
,,0.344,-14.38,33405.96,743.7201,metal loss,10.0,,1.69,1.58,,04:20:00,NO,,120.0,10182.136608,ft,42.925999999999995,in,40.132,in,10.0,120.0,corrosion,True,True,True
,,0.344,-39.13,33430.71,743.1343,Cluster,21.0,,2.27,10.7,1.83,07:48:00,NO,,210.0,10189.680408,ft,57.657999999999994,in,271.78,in,21.0,210.0,cluster,True,True,True
9290.0,40.01,0.344,,33431.63,743.113,Girth Weld,,,,,,,,,,10189.960824,ft,,in,,in,,,weld,False,False,True
9300.0,40.0,0.344,,33471.65,742.3539,Girth Weld,,,,,,,,,,10202.158920000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-8.19,33479.84,742.2173,metal loss,13.0,,0.75,0.63,,11:34:00,NO,,330.0,10204.655232,ft,19.049999999999997,in,16.002,in,13.0,330.0,corrosion,True,True,True
,,0.344,-8.58,33480.23,742.2106,Cluster,26.0,,3.61,3.29,1.74,12:28:00,NO,,0.0,10204.774104000002,ft,91.69399999999999,in,83.566,in,26.0,0.0,cluster,True,True,True
,,0.344,-8.7,33480.35,742.2086,Cluster,13.0,,3.37,2.1,,11:17:00,NO,,330.0,10204.81068,ft,85.598,in,53.339999999999996,in,13.0,330.0,cluster,True,True,True
,,0.344,-9.4,33481.04,742.1967,metal loss,15.0,,0.79,0.71,,10:56:00,NO,,300.0,10205.020992000002,ft,20.066,in,18.034,in,15.0,300.0,corrosion,True,True,True
9310.0,39.97,0.344,,33511.65,742.0713,Girth Weld,,,,,,,,,,10214.35092,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.65,33512.3,742.0768,Cluster,33.0,,4.28,21.68,1.66,05:03:00,NO,,150.0,10214.549040000002,ft,108.712,in,550.6719999999999,in,33.0,150.0,cluster,True,True,True
9320.0,39.92,0.344,,33551.63,742.5337,Girth Weld,,,,,,,,,,10226.536823999999,ft,,in,,in,,,weld,False,False,True
9330.0,39.92,0.344,,33591.55,742.8563,Girth Weld,,,,,,,,,,10238.704440000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.74,33592.28,742.8578,Cluster,25.0,,4.87,17.39,1.7,04:46:00,NO,,120.0,10238.926944,ft,123.698,in,441.706,in,25.0,120.0,cluster,True,True,True
9340.0,39.91,0.344,,33631.47,742.7312,Girth Weld,,,,,,,,,,10250.872056,ft,,in,,in,,,weld,False,False,True
,,0.344,-7.35,33638.82,742.6487,metal loss,10.0,,2.99,0.67,,02:35:00,NO,,60.0,10253.112336,ft,75.946,in,17.018,in,10.0,60.0,corrosion,True,True,True
,,0.344,-38.93,33670.4,742.2473,Cluster,10.0,,2.71,8.94,,06:53:00,NO,,180.0,10262.737920000001,ft,68.83399999999999,in,227.07599999999996,in,10.0,180.0,cluster,True,True,True
9350.0,39.99,0.344,,33671.38,742.2349,Girth Weld,,,,,,,,,,10263.036624,ft,,in,,in,,,weld,False,False,True
9360.0,40.18,0.344,,33711.37,741.5692,Girth Weld,,,,,,,,,,10275.225576,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.28,33750.65,740.3107,Cluster,34.0,,0.94,5.43,1.86,07:58:00,YES,,210.0,10287.198120000001,ft,23.875999999999998,in,137.922,in,34.0,210.0,cluster,True,True,True
9370.0,24.73,0.344,,33751.55,740.2717,Girth Weld,,,,,,,,,,10287.472440000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.96,33753.51,740.186,metal loss,13.0,,1.06,1.1,,12:25:00,NO,,0.0,10288.069848000001,ft,26.924,in,27.94,in,13.0,0.0,corrosion,True,True,True
9380.0,40.05,0.344,,33776.28,739.1762,Girth Weld,,,,,,,,,,10295.010144,ft,,in,,in,,,weld,False,False,True
9390.0,39.99,0.344,,33816.33,737.7478,Girth Weld,,,,,,,,,,10307.217384000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.78,33817.11,737.7441,metal loss,36.0,,0.91,8.35,1.86,12:26:00,NO,,0.0,10307.455128000001,ft,23.114,in,212.08999999999997,in,36.0,0.0,corrosion,True,True,True
,,0.344,-36.73,33853.06,738.0195,metal loss,10.0,,1.1,1.18,,11:57:00,NO,,330.0,10318.412688,ft,27.94,in,29.971999999999998,in,10.0,330.0,corrosion,True,True,True
