J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
11010.0,,0.344,-0.22,37.05,39654.86,metal loss,External,57.0,0.196,,,0.94,3.11,07:33:00,Repaired?,,0.7,79.31,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.94,2000.71,1503.71,2087.87,1512.07,2099.48,0.77,1.8,210.0,12086.801328000001,ft,23.875999999999998,in,78.99399999999999,in,57.0,210.0,,True,True,False
11010.0,,0.344,-0.31,36.96,39654.94,cluster,External,31.0,0.107,,,2.45,5.51,02:52:00,Repaired?,,0.7,79.34,,,,1160.0,65000.0,,1342.0,1401.79,1946.35,1459.8,2026.9,1488.04,2066.11,0.79,1.75,60.0,12086.825712000002,ft,62.230000000000004,in,139.95399999999998,in,31.0,60.0,,True,True,False
11010.0,,0.344,-0.7,36.57,39655.34,metal loss,External,12.0,0.041,,,0.94,1.42,08:20:00,Repaired?,,0.7,79.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,12086.947632,ft,23.875999999999998,in,36.068,in,12.0,240.0,,True,True,False
11010.0,,,,,39655.86,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #25,,,79.67,,,,,,,,,,,,,,,,,12087.106128000001,ft,,in,,in,,,,False,False,False
11010.0,,,,,39655.94,Attachment,,,,,,,,06:00:00,Repair Marker,,,79.7,,,,,,,,,,,,,,,,180.0,12087.130512000002,ft,,in,,in,,180.0,,True,False,False
11020.0,9.79,0.5,,,39691.9,GirthWeld,,,,,,,,,,,0.7,88.52,,,,1160.0,60000.0,,1800.0,,,,,,,,,,12098.091120000001,ft,,in,,in,,,,False,False,False
11020.0,,,,,39697.33,Bend,,,,,,,,,5.5D -  31° - Sag,,,89.64,,,,,,,,,,,,,,,,,12099.746184000001,ft,,in,,in,,,,False,False,False
11030.0,32.34,0.344,,,39701.69,GirthWeld,,,,,,,,,,3.0,1.0,92.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12101.075112,ft,,in,,in,,,,False,False,False
11030.0,,0.344,-1.42,30.92,39703.12,metal loss,External,14.0,0.048,,,1.53,3.35,02:22:00,,,1.0,93.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.48,2029.23,,,,,,,60.0,12101.510976000001,ft,38.862,in,85.09,in,14.0,60.0,,True,True,False
11030.0,,0.344,-1.67,30.67,39703.36,metal loss,External,12.0,0.041,,,0.63,1.26,01:26:00,,,1.0,93.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,12101.584128,ft,16.002,in,32.004,in,12.0,30.0,,True,True,False
11030.0,,0.344,-1.75,30.59,39703.44,metal loss,External,10.0,0.034,,,0.75,1.26,08:57:00,,,1.0,93.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,12101.608512,ft,19.049999999999997,in,32.004,in,10.0,240.0,,True,True,False
11040.0,33.97,0.344,,,39734.03,GirthWeld,,,,,,,,,,,0.7,111.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12110.932344,ft,,in,,in,,,,False,False,False
11050.0,40.07,0.344,,,39768.01,GirthWeld,,,,,,,,,,1.0,0.7,132.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12121.289448000001,ft,,in,,in,,,,False,False,False
11050.0,,0.344,-0.18,39.89,39768.19,metal loss,External,13.0,0.045,,,0.51,0.67,07:27:00,near girth weld,,0.7,132.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,210.0,12121.344312000001,ft,12.953999999999999,in,17.018,in,13.0,210.0,,True,True,False
11060.0,17.59,0.344,,,39808.08,GirthWeld,,,,,,,,,,1.0,0.7,152.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12133.502784,ft,,in,,in,,,,False,False,False
11060.0,,0.344,-2.24,15.35,39810.31,metal loss,External,47.0,0.162,,,0.67,1.06,04:08:00,,,0.7,153.73,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.07,2030.04,1531.47,2126.41,1534.22,2130.22,0.76,1.83,120.0,12134.182488,ft,17.018,in,26.924,in,47.0,120.0,,True,True,False
11070.0,8.32,0.5,,,39825.67,GirthWeld,,,,,,,,,,,0.7,159.64,,,,1160.0,60000.0,,1800.0,,,,,,,,,,12138.864216,ft,,in,,in,,,,False,False,False
11070.0,,,,,39830.07,Bend,,,,,,,,,5.7D -  20° - Over,,,161.02,,,,,,,,,,,,,,,,,12140.205336,ft,,in,,in,,,,False,False,False
11080.0,6.34,0.344,,,39833.98,GirthWeld,,,,,,,,,,,0.7,161.26,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12141.397104000001,ft,,in,,in,,,,False,False,False
11090.0,29.97,0.344,,,39840.32,GirthWeld,,,,,,,,,,,1.0,161.4,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12143.329536000001,ft,,in,,in,,,,False,False,False
11100.0,24.69,0.344,,,39870.3,GirthWeld,,,,,,,,,,,0.7,162.26,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12152.467440000002,ft,,in,,in,,,,False,False,False
11110.0,37.54,0.344,,,39894.99,GirthWeld,,,,,,,,,,,0.7,162.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12159.992952,ft,,in,,in,,,,False,False,False
11120.0,40.07,0.344,,,39932.53,GirthWeld,,,,,,,,,,,0.7,163.37,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12171.435144000001,ft,,in,,in,,,,False,False,False
11130.0,40.05,0.344,,,39972.6,GirthWeld,,,,,,,,,,,0.7,163.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12183.64848,ft,,in,,in,,,,False,False,False
11140.0,40.05,0.344,,,40012.65,GirthWeld,,,,,,,,,,,0.7,163.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12195.855720000001,ft,,in,,in,,,,False,False,False
11150.0,40.02,0.344,,,40052.7,GirthWeld,,,,,,,,,,,0.7,163.57,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12208.06296,ft,,in,,in,,,,False,False,False
11160.0,39.96,0.344,,,40092.71,GirthWeld,,,,,,,,,,,0.7,163.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12220.258008,ft,,in,,in,,,,False,False,False
11160.0,,,,,40114.67,AGM,,,,,,,,,AGM#16 AT PLM/ ON FENCE,,,162.63,,,,,,,,,,,,,,,,,12226.951416,ft,,in,,in,,,,False,False,False
11170.0,40.09,0.344,,,40132.67,GirthWeld,,,,,,,,,,,1.0,162.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12232.437816,ft,,in,,in,,,,False,False,False
11180.0,40.07,0.344,,,40172.76,GirthWeld,,,,,,,,,,,0.7,160.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12244.657248000001,ft,,in,,in,,,,False,False,False
11190.0,40.11,0.344,,,40212.83,GirthWeld,,,,,,,,,,,0.7,157.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12256.870584000002,ft,,in,,in,,,,False,False,False
11200.0,40.12,0.344,,,40252.94,GirthWeld,,,,,,,,,,,0.7,154.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12269.096112000001,ft,,in,,in,,,,False,False,False
11210.0,40.16,0.344,,,40293.06,GirthWeld,,,,,,,,,,,0.7,152.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12281.324688,ft,,in,,in,,,,False,False,False
11220.0,40.12,0.344,,,40333.22,GirthWeld,,,,,,,,,,,0.7,152.54,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12293.565456,ft,,in,,in,,,,False,False,False
11230.0,40.08,0.344,,,40373.34,GirthWeld,,,,,,,,,,,0.7,154.4,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12305.794032,ft,,in,,in,,,,False,False,False
11240.0,39.73,0.344,,,40413.43,GirthWeld,,,,,,,,,,,0.7,155.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12318.013464000001,ft,,in,,in,,,,False,False,False
11250.0,40.13,0.344,,,40453.15,GirthWeld,,,,,,,,,,,0.7,157.04,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12330.120120000001,ft,,in,,in,,,,False,False,False
11260.0,40.03,0.344,,,40493.28,GirthWeld,,,,,,,,,,,0.7,157.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12342.351744,ft,,in,,in,,,,False,False,False
11270.0,40.08,0.344,,,40533.31,GirthWeld,,,,,,,,,,,0.7,157.57,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12354.552888,ft,,in,,in,,,,False,False,False
11280.0,40.08,0.344,,,40573.39,GirthWeld,,,,,,,,,,,0.7,156.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12366.769272,ft,,in,,in,,,,False,False,False
11290.0,40.08,0.344,,,40613.46,GirthWeld,,,,,,,,,,,0.7,154.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12378.982608,ft,,in,,in,,,,False,False,False
11300.0,40.03,0.344,,,40653.54,GirthWeld,,,,,,,,,,,0.7,147.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12391.198992000001,ft,,in,,in,,,,False,False,False
11310.0,40.05,0.344,,,40693.57,GirthWeld,,,,,,,,,,3.0,0.7,133.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12403.400136,ft,,in,,in,,,,False,False,False
11310.0,,0.344,-38.96,1.09,40732.53,metal loss,External,27.0,0.093,,,0.75,1.18,08:03:00,,,0.7,115.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.89,2038.13,1539.17,2137.1,1540.08,2138.36,0.75,1.84,240.0,12415.275144000001,ft,19.049999999999997,in,29.971999999999998,in,27.0,240.0,,True,True,False
11310.0,,0.344,-39.06,0.98,40732.63,metal loss,External,10.0,0.034,,,0.67,1.58,12:17:00,,,0.7,115.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,0.0,12415.305624,ft,17.018,in,40.132,in,10.0,0.0,,True,True,False
11310.0,,0.344,-39.08,0.97,40732.64,metal loss,External,14.0,0.048,,,0.59,0.87,03:13:00,,,0.7,115.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.72,2046.22,,,,,,,90.0,12415.308672000001,ft,14.985999999999999,in,22.098,in,14.0,90.0,,True,True,False
11320.0,8.01,0.5,,,40733.61,GirthWeld,,,,,,,,,,,0.7,115.21,,,,1160.0,60000.0,,1800.0,,,,,,,,,,12415.604328000001,ft,,in,,in,,,,False,False,False
11320.0,,,,,40737.9,Bend,,,,,,,,,6.1D -  20° - Sag,,,113.41,,,,,,,,,,,,,,,,,12416.91192,ft,,in,,in,,,,False,False,False
11330.0,10.74,0.344,,,40741.62,GirthWeld,,,,,,,,,,4.0,0.7,112.83,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12418.045776,ft,,in,,in,,,,False,False,False
11330.0,,0.344,-10.37,0.37,40751.99,metal loss,External,10.0,0.034,,,1.53,0.59,10:19:00,,,0.7,111.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,12421.206552,ft,38.862,in,14.985999999999999,in,10.0,300.0,,True,True,False
11330.0,,0.344,-10.44,0.31,40752.06,metal loss,External,16.0,0.055,,,0.43,0.59,10:03:00,,,0.7,111.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.63,2047.49,,,,,,,300.0,12421.227888,ft,10.921999999999999,in,14.985999999999999,in,16.0,300.0,,True,True,False
11330.0,,0.344,-10.51,0.24,40752.13,metal loss,External,18.0,0.062,,,0.87,3.07,10:41:00,near girth weld,,0.7,111.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.14,2039.87,,,,,,,300.0,12421.249224,ft,22.098,in,77.978,in,18.0,300.0,,True,True,False
11330.0,,0.344,-10.51,0.23,40752.13,metal loss,External,10.0,0.034,,,1.14,2.84,10:05:00,near girth weld,,0.7,111.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,12421.249224,ft,28.955999999999996,in,72.136,in,10.0,300.0,,True,True,False
11340.0,10.07,0.5,,,40752.36,GirthWeld,,,,,,,,,,,0.7,111.74,,,,1160.0,60000.0,,1800.0,,,,,,,,,,12421.319328000001,ft,,in,,in,,,,False,False,False
11340.0,,,,,40757.64,Bend,,,,,,,,,5.9D -  26° - Sag,,,111.78,,,,,,,,,,,,,,,,,12422.928672,ft,,in,,in,,,,False,False,False
11350.0,40.53,0.344,,,40762.44,GirthWeld,,,,,,,,,,,0.7,113.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12424.391712,ft,,in,,in,,,,False,False,False
11360.0,21.94,0.344,,,40802.97,GirthWeld,,,,,,,,,,,0.7,130.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12436.745256,ft,,in,,in,,,,False,False,False
11370.0,39.93,0.344,,,40824.91,GirthWeld,,,,,,,,,,,0.7,136.91,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12443.432568000002,ft,,in,,in,,,,False,False,False
11380.0,29.18,0.344,,,40864.83,GirthWeld,,,,,,,,,,,0.7,143.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12455.600184,ft,,in,,in,,,,False,False,False
11390.0,40.05,0.344,,,40894.01,GirthWeld,,,,,,,,,,,0.7,143.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12464.494248,ft,,in,,in,,,,False,False,False
11400.0,40.11,0.344,,,40934.06,GirthWeld,,,,,,,,,,,0.7,140.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12476.701488,ft,,in,,in,,,,False,False,False
11410.0,40.08,0.344,,,40974.17,GirthWeld,,,,,,,,,,9.0,0.7,138.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12488.927016,ft,,in,,in,,,,False,False,False
11410.0,,0.344,-17.49,22.59,40991.66,metal loss,External,12.0,0.041,,,1.61,2.79,05:45:00,,,0.7,137.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,12494.257968000002,ft,40.894,in,70.866,in,12.0,150.0,,True,True,False
11410.0,,0.344,-17.5,22.58,40991.67,metal loss,External,15.0,0.052,,,1.14,0.59,05:25:00,,,0.7,137.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.82,2036.64,,,,,,,150.0,12494.261016,ft,28.955999999999996,in,14.985999999999999,in,15.0,150.0,,True,True,False
11410.0,,0.344,-18.07,22.0,40992.25,metal loss,External,18.0,0.062,,,0.59,0.94,04:44:00,,,0.7,137.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.92,2045.11,,,,,,,120.0,12494.437800000002,ft,14.985999999999999,in,23.875999999999998,in,18.0,120.0,,True,True,False
11410.0,,0.344,-19.38,20.69,40993.55,metal loss,External,11.0,0.038,,,0.35,0.59,04:34:00,,,0.7,137.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,12494.834040000002,ft,8.889999999999999,in,14.985999999999999,in,11.0,120.0,,True,True,False
11410.0,,0.344,-19.42,20.65,40993.59,cluster,External,32.0,0.11,,,1.73,3.56,04:23:00,,,0.7,137.74,,,,1160.0,65000.0,,1342.0,1429.74,1985.16,1494.11,2074.53,1498.41,2080.5,0.78,1.79,120.0,12494.846232,ft,43.942,in,90.42399999999999,in,32.0,120.0,,True,True,False
11410.0,,0.344,-25.13,14.94,40999.3,metal loss,External,13.0,0.045,,,0.91,1.46,06:05:00,,,0.7,137.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,180.0,12496.586640000001,ft,23.114,in,37.083999999999996,in,13.0,180.0,,True,True,False
11410.0,,0.344,-25.37,14.71,40999.54,metal loss,External,14.0,0.048,,,0.71,1.34,05:48:00,,,0.7,137.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.73,,,,,,,150.0,12496.659792,ft,18.034,in,34.036,in,14.0,150.0,,True,True,False
11410.0,,0.344,-25.48,14.6,40999.65,metal loss,External,11.0,0.038,,,0.71,1.02,06:18:00,,,0.7,137.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,12496.69332,ft,18.034,in,25.907999999999998,in,11.0,180.0,,True,True,False
11410.0,,0.344,-25.51,14.56,40999.68,metal loss,External,13.0,0.045,,,1.02,1.58,05:32:00,,,0.7,137.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.66,2040.59,,,,,,,150.0,12496.702464,ft,25.907999999999998,in,40.132,in,13.0,150.0,,True,True,False
11420.0,40.13,0.344,,,41014.25,GirthWeld,,,,,,,,,,,0.7,138.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12501.1434,ft,,in,,in,,,,False,False,False
11430.0,40.01,0.344,,,41054.38,GirthWeld,,,,,,,,,,,0.7,140.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12513.375023999999,ft,,in,,in,,,,False,False,False
11440.0,40.07,0.344,,,41094.39,GirthWeld,,,,,,,,,,,1.0,143.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12525.570072,ft,,in,,in,,,,False,False,False
11450.0,40.07,0.344,,,41134.46,GirthWeld,,,,,,,,,,,0.7,146.04,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12537.783408000001,ft,,in,,in,,,,False,False,False
11460.0,36.2,0.344,,,41174.52,GirthWeld,,,,,,,,,,1.0,1.0,147.1,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12549.993696,ft,,in,,in,,,,False,False,False
11460.0,,0.344,-30.66,5.55,41205.18,metal loss,External,18.0,0.062,,,2.17,0.98,10:12:00,,,1.0,147.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1442.45,2002.81,,,,,,,300.0,12559.338864000001,ft,55.117999999999995,in,24.892,in,18.0,300.0,,True,True,False
11470.0,40.05,0.344,,,41210.73,GirthWeld,,,,,,,,,,3.0,0.7,146.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12561.030504000002,ft,,in,,in,,,,False,False,False
11470.0,,0.344,-19.6,20.45,41230.32,metal loss manufacturing,,13.0,0.045,,,0.39,0.83,08:09:00,,,0.7,146.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,12567.001536,ft,9.906,in,21.081999999999997,in,13.0,240.0,,True,True,False
11470.0,,0.344,-24.16,15.88,41234.89,metal loss,External,12.0,0.041,,,2.32,1.77,01:42:00,,,0.7,146.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,12568.394472,ft,58.92799999999999,in,44.958,in,12.0,30.0,,True,True,False
11470.0,,0.344,-24.19,15.85,41234.92,metal loss,External,10.0,0.034,,,1.81,2.32,02:26:00,,,0.7,146.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,12568.403616,ft,45.974,in,58.92799999999999,in,10.0,60.0,,True,True,False
11480.0,40.05,0.344,,,41250.77,GirthWeld,,,,,,,,,,,0.7,146.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12573.234696,ft,,in,,in,,,,False,False,False
11490.0,40.1,0.344,,,41290.83,GirthWeld,,,,,,,,,,,0.7,145.17,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12585.444984000002,ft,,in,,in,,,,False,False,False
11500.0,40.09,0.344,,,41330.92,GirthWeld,,,,,,,,,,,0.7,144.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12597.664416,ft,,in,,in,,,,False,False,False
11510.0,40.1,0.344,,,41371.02,GirthWeld,,,,,,,,,,,0.7,143.35,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12609.886896,ft,,in,,in,,,,False,False,False
11520.0,40.07,0.344,,,41411.11,GirthWeld,,,,,,,,,,,0.7,142.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12622.106328000002,ft,,in,,in,,,,False,False,False
11530.0,39.42,0.344,,,41451.18,GirthWeld,,,,,,,,,,,1.0,140.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12634.319664,ft,,in,,in,,,,False,False,False
11540.0,40.09,0.344,,,41490.6,GirthWeld,,,,,,,,,,44.0,1.0,136.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12646.33488,ft,,in,,in,,,,False,False,False
11540.0,,0.344,-16.18,23.9,41506.78,metal loss,External,11.0,0.038,,,0.98,1.46,06:28:00,,,1.0,134.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,12651.266544,ft,24.892,in,37.083999999999996,in,11.0,180.0,,True,True,False
11540.0,,0.344,-17.23,22.86,41507.83,metal loss,External,20.0,0.069,,,0.79,1.22,06:31:00,,,1.0,133.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.63,2040.54,1541.25,2139.99,1541.63,2140.52,0.75,1.84,180.0,12651.586584,ft,20.066,in,30.987999999999996,in,20.0,180.0,,True,True,False
11540.0,,0.344,-17.66,22.42,41508.26,metal loss,External,21.0,0.072,,,0.59,1.18,06:38:00,,,1.0,133.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.13,2044.01,1544.02,2143.83,1544.29,2144.21,0.75,1.85,180.0,12651.717648000002,ft,14.985999999999999,in,29.971999999999998,in,21.0,180.0,,True,True,False
11540.0,,0.344,-18.23,21.86,41508.82,metal loss,External,16.0,0.055,,,0.71,1.42,06:42:00,,,1.0,133.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.08,2043.95,,,,,,,180.0,12651.888336,ft,18.034,in,36.068,in,16.0,180.0,,True,True,False
11540.0,,0.344,-18.28,21.81,41508.88,metal loss,External,21.0,0.072,,,0.98,1.53,05:18:00,,,1.0,133.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.74,2035.14,1536.87,2133.91,1537.58,2134.89,0.75,1.84,150.0,12651.906624,ft,24.892,in,38.862,in,21.0,150.0,,True,True,False
11540.0,,0.344,-18.46,21.63,41509.06,metal loss,External,15.0,0.052,,,1.89,2.21,06:27:00,,,1.0,133.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.78,2018.54,,,,,,,180.0,12651.961488,ft,48.00599999999999,in,56.13399999999999,in,15.0,180.0,,True,True,False
11540.0,,0.344,-18.66,21.43,41509.26,metal loss,External,31.0,0.107,,,0.83,1.42,05:16:00,,,1.0,133.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.13,2032.91,1534.75,2130.96,1536.32,2133.14,0.76,1.84,150.0,12652.022448000002,ft,21.081999999999997,in,36.068,in,31.0,150.0,,True,True,False
11540.0,,0.344,-19.06,21.02,41509.66,metal loss,External,16.0,0.055,,,1.06,1.26,06:48:00,,,1.0,133.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.25,2037.24,,,,,,,180.0,12652.144368000001,ft,26.924,in,32.004,in,16.0,180.0,,True,True,False
11540.0,,0.344,-19.19,20.9,41509.79,metal loss,External,29.0,0.1,,,0.71,1.34,05:09:00,,,1.0,133.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.68,2037.84,1538.88,2136.7,1539.91,2138.12,0.75,1.84,150.0,12652.183992,ft,18.034,in,34.036,in,29.0,150.0,,True,True,False
11540.0,,0.344,-19.33,20.76,41509.93,metal loss,External,15.0,0.052,,,0.75,1.42,06:42:00,,,1.0,133.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.85,2043.63,,,,,,,180.0,12652.226664000002,ft,19.049999999999997,in,36.068,in,15.0,180.0,,True,True,False
11540.0,,0.344,-19.38,20.71,41509.97,metal loss,External,13.0,0.045,,,1.26,0.98,06:11:00,,,1.0,133.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.59,2036.32,,,,,,,180.0,12652.238856000002,ft,32.004,in,24.892,in,13.0,180.0,,True,True,False
11540.0,,0.344,-19.42,20.67,41510.01,metal loss,External,11.0,0.038,,,0.59,0.91,07:20:00,,,1.0,133.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,12652.251048000002,ft,14.985999999999999,in,23.114,in,11.0,210.0,,True,True,False
11540.0,,0.344,-19.45,20.64,41510.05,metal loss,External,11.0,0.038,,,0.59,1.18,04:49:00,,,1.0,133.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,12652.263240000002,ft,14.985999999999999,in,29.971999999999998,in,11.0,120.0,,True,True,False
11540.0,,0.344,-19.58,20.51,41510.17,metal loss,External,21.0,0.072,,,0.63,1.1,07:16:00,,,1.0,133.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.64,2043.33,1543.48,2143.08,1543.79,2143.51,0.75,1.85,210.0,12652.299816,ft,16.002,in,27.94,in,21.0,210.0,,True,True,False
11540.0,,0.344,-19.73,20.36,41510.32,metal loss,External,15.0,0.052,,,0.75,1.18,04:52:00,,,1.0,133.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.85,2043.63,,,,,,,120.0,12652.345536,ft,19.049999999999997,in,29.971999999999998,in,15.0,120.0,,True,True,False
11540.0,,0.344,-19.87,20.21,41510.47,metal loss,External,16.0,0.055,,,0.51,0.98,04:52:00,,,1.0,133.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.97,2046.57,,,,,,,120.0,12652.391256,ft,12.953999999999999,in,24.892,in,16.0,120.0,,True,True,False
11540.0,,0.344,-20.06,20.03,41510.65,metal loss,External,18.0,0.062,,,0.94,1.22,05:03:00,,,1.0,133.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.01,2038.3,,,,,,,150.0,12652.44612,ft,23.875999999999998,in,30.987999999999996,in,18.0,150.0,,True,True,False
11540.0,,0.344,-20.25,19.83,41510.85,metal loss,External,35.0,0.12,,,1.1,1.18,05:03:00,,,1.0,133.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1452.21,2016.35,1520.63,2111.36,1524.15,2116.25,0.76,1.82,150.0,12652.50708,ft,27.94,in,29.971999999999998,in,35.0,150.0,,True,True,False
11540.0,,0.344,-20.26,19.83,41510.86,metal loss,External,15.0,0.052,,,0.87,1.34,06:48:00,,,1.0,133.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,,,,,,,180.0,12652.510128000002,ft,22.098,in,34.036,in,15.0,180.0,,True,True,False
11540.0,,0.344,-20.58,19.51,41511.18,metal loss,External,11.0,0.038,,,0.47,0.71,07:24:00,,,1.0,133.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,12652.607664000001,ft,11.937999999999999,in,18.034,in,11.0,210.0,,True,True,False
11540.0,,0.344,-20.6,19.49,41511.19,metal loss,External,25.0,0.086,,,0.67,1.77,04:35:00,,,1.0,133.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.97,2041.02,1541.56,2140.41,1542.17,2141.26,0.75,1.85,120.0,12652.610712000002,ft,17.018,in,44.958,in,25.0,120.0,,True,True,False
