J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
9300.0,,0.344,-7.75,32.34,33529.5,metal loss,External,11.0,0.038,,,2.05,1.22,12:32:00,,,1.0,139.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,0.0,10219.7916,ft,52.06999999999999,in,30.987999999999996,in,11.0,0.0,,True,True,False,10251.616899657904
9300.0,,0.344,-7.76,32.33,33529.51,metal loss,External,14.0,0.048,,,1.02,1.93,01:03:00,,,1.0,139.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.11,2039.82,,,,,,,30.0,10219.794648000001,ft,25.907999999999998,in,49.022,in,14.0,30.0,,True,True,False,10251.61994912252
9300.0,,0.344,-8.21,31.88,33529.96,metal loss,External,15.0,0.052,,,0.43,0.71,11:30:00,,,1.0,139.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.74,2047.64,,,,,,,330.0,10219.931808,ft,10.921999999999999,in,18.034,in,15.0,330.0,,True,True,False,10251.757175030181
9300.0,,0.344,-8.64,31.44,33530.39,cluster,External,35.0,0.12,,,2.69,3.56,12:25:00,,,1.0,139.7,,,,1160.0,65000.0,,1342.0,1378.92,1914.6,1430.53,1986.26,1477.06,2050.86,0.81,1.71,0.0,10220.062872,ft,68.326,in,90.42399999999999,in,35.0,0.0,,True,True,False,10251.888302008618
9300.0,,0.344,-8.72,31.37,33530.47,metal loss,External,10.0,0.034,,,0.35,0.59,11:18:00,,,1.0,139.71,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,330.0,10220.087256,ft,8.889999999999999,in,14.985999999999999,in,10.0,330.0,,True,True,False,10251.912697725535
9300.0,,0.344,-8.81,31.27,33530.56,cluster,External,23.0,0.079,,,1.96,1.3,11:21:00,,,1.0,139.72,,,,1160.0,65000.0,,1342.0,1437.83,1996.39,1504.34,2088.74,1515.19,2103.8,0.77,1.8,330.0,10220.114688,ft,49.784,in,33.019999999999996,in,23.0,330.0,,True,True,False,10251.940142907068
9300.0,,0.344,-9.24,30.85,33530.99,metal loss,External,12.0,0.041,,,0.79,1.73,12:00:00,,,1.0,139.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,0.0,10220.245752,ft,20.066,in,43.942,in,12.0,0.0,,True,True,False,10252.071269885502
9300.0,,0.344,-9.27,30.81,33531.02,cluster,External,19.0,0.065,,,1.61,1.03,12:43:00,,,1.0,139.75,,,,1160.0,65000.0,,1342.0,1453.75,2018.5,,,,,,,0.0,10220.254896,ft,40.894,in,26.162,in,19.0,0.0,,True,True,False,10252.080418279347
9300.0,,0.344,-9.29,30.79,33531.04,metal loss,External,14.0,0.048,,,0.83,1.02,11:29:00,,,1.0,139.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.41,2043.01,,,,,,,330.0,10220.260992000001,ft,21.081999999999997,in,25.907999999999998,in,14.0,330.0,,True,True,False,10252.086517208578
9300.0,,0.344,-9.44,30.65,33531.19,metal loss,External,22.0,0.076,,,0.55,1.1,11:34:00,,,1.0,139.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.54,2044.59,1544.47,2144.46,1544.75,2144.85,0.75,1.85,330.0,10220.306712000001,ft,13.97,in,27.94,in,22.0,330.0,,True,True,False,10252.132259177799
9310.0,40.09,0.344,,,33561.84,GirthWeld,,,,,,,,,,3.0,0.7,141.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10229.648831999999,ft,,in,,in,,,,False,False,False,10261.478868222022
9310.0,,0.344,-0.72,39.37,33562.56,cluster,External,35.0,0.12,,,3.82,9.49,05:10:00,,,0.7,141.45,,,,1160.0,65000.0,,1342.0,1331.79,1849.16,1369.02,1900.86,1417.99,1968.85,0.85,1.64,150.0,10229.868288,ft,97.02799999999999,in,241.046,in,35.0,150.0,,True,True,False,10261.698429674285
9310.0,,0.344,-0.78,39.31,33562.61,metal loss,External,17.0,0.058,,,1.14,8.74,07:14:00,,,0.7,141.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.41,2034.69,,,,,,,210.0,10229.883528,ft,28.955999999999996,in,221.99599999999998,in,17.0,210.0,,True,True,False,10261.713676997359
9310.0,,0.344,-0.96,39.13,33562.8,metal loss,External,12.0,0.041,,,0.71,1.34,04:32:00,,,0.7,141.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,10229.94144,ft,18.034,in,34.036,in,12.0,120.0,,True,True,False,10261.771616825039
9320.0,39.9,0.344,,,33601.93,GirthWeld,,,,,,,,,,,0.7,142.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10241.868264,ft,,in,,in,,,,False,False,False,10273.704171862579
9330.0,39.97,0.344,,,33641.83,GirthWeld,,,,,,,,,,,1.0,141.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10254.029784,ft,,in,,in,,,,False,False,False,10285.871535675453
9340.0,39.95,0.344,,,33681.8,GirthWeld,,,,,,,,,,,0.7,140.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10266.212640000002,ft,,in,,in,,,,False,False,False,10298.060245740633
9350.0,40.03,0.344,,,33721.75,GirthWeld,,,,,,,,,,,0.7,137.8,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10278.3894,ft,,in,,in,,,,False,False,False,10310.242856876579
9360.0,40.07,0.344,,,33761.78,GirthWeld,,,,,,,,,,13.0,1.0,132.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10290.590544,ft,,in,,in,,,,False,False,False,10322.449863729447
9360.0,,0.344,-2.6,37.47,33764.38,metal loss,External,16.0,0.055,,,1.06,1.61,07:27:00,,,1.0,132.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.25,2037.24,,,,,,,210.0,10291.383023999999,ft,26.924,in,40.894,in,16.0,210.0,,True,True,False,10323.242724529282
9360.0,,0.344,-2.88,37.19,33764.65,metal loss,External,30.0,0.103,,,0.75,1.46,07:23:00,,,1.0,132.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.45,2036.13,1537.45,2134.71,1538.67,2136.4,0.75,1.84,210.0,10291.465320000001,ft,19.049999999999997,in,37.083999999999996,in,30.0,210.0,,True,True,False,10323.325060073883
9360.0,,0.344,-3.12,36.95,33764.89,metal loss,External,15.0,0.052,,,1.46,2.09,07:10:00,,,1.0,132.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.78,2029.65,,,,,,,210.0,10291.538472,ft,37.083999999999996,in,53.08599999999999,in,15.0,210.0,,True,True,False,10323.398247224635
9360.0,,0.344,-3.42,36.64,33765.2,metal loss,External,12.0,0.041,,,0.91,2.01,06:56:00,,,1.0,132.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,10291.632959999999,ft,23.114,in,51.053999999999995,in,12.0,180.0,,True,True,False,10323.492780627692
9360.0,,0.344,-4.56,35.51,33766.34,metal loss,External,18.0,0.062,,,0.67,1.22,07:14:00,,,1.0,132.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.09,2043.96,,,,,,,210.0,10291.980432,ft,17.018,in,30.987999999999996,in,18.0,210.0,,True,True,False,10323.840419593775
9360.0,,0.344,-4.84,35.22,33766.62,metal loss,External,15.0,0.052,,,0.98,1.81,07:12:00,,,1.0,132.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.04,2039.73,,,,,,,210.0,10292.065776000001,ft,24.892,in,45.974,in,15.0,210.0,,True,True,False,10323.92580460299
9360.0,,0.344,-5.11,34.96,33766.89,metal loss,External,10.0,0.034,,,1.22,1.73,07:20:00,,,1.0,132.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,10292.148072,ft,30.987999999999996,in,43.942,in,10.0,210.0,,True,True,False,10324.008140147585
9360.0,,0.344,-26.87,13.2,33788.65,metal loss,External,11.0,0.038,,,0.79,1.42,07:51:00,,,1.0,130.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,10298.78052,ft,20.066,in,36.068,in,11.0,210.0,,True,True,False,10330.643775149294
9360.0,,0.344,-27.7,12.37,33789.47,metal loss,External,11.0,0.038,,,0.55,0.59,07:47:00,,,1.0,130.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,10299.030456,ft,13.97,in,14.985999999999999,in,11.0,210.0,,True,True,False,10330.893831247706
9360.0,,0.344,-27.77,12.3,33789.54,metal loss,External,11.0,0.038,,,0.47,0.79,07:49:00,,,1.0,130.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,10299.051792,ft,11.937999999999999,in,20.066,in,11.0,210.0,,True,True,False,10330.915177500008
9360.0,,0.344,-27.93,12.14,33789.71,metal loss,External,17.0,0.058,,,0.98,1.73,07:52:00,,,1.0,130.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.97,2038.24,,,,,,,210.0,10299.103608,ft,24.892,in,43.942,in,17.0,210.0,,True,True,False,10330.967018398458
9360.0,,,,,33800.23,Attachment,,,,,,,,06:30:00,Repair Marker,,,131.32,,,,,,,,,,,,,,,,180.0,10302.310104000002,ft,,in,,in,,180.0,,True,False,False,10334.175055173184
9360.0,,,,,33800.29,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #20,,,131.32,,,,,,,,,,,,,,,,,10302.328392000001,ft,,in,,in,,,,False,False,False,10334.193351960872
9360.0,,0.344,-39.19,0.87,33800.97,metal loss,External,25.0,0.086,,,0.51,2.6,08:07:00,Repaired?,,1.0,131.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.64,2044.72,1544.55,2144.57,1544.9,2145.05,0.75,1.85,240.0,10302.535656,ft,12.953999999999999,in,66.03999999999999,in,25.0,240.0,,True,True,False,10334.400715554673
9360.0,,0.344,-39.2,0.86,33800.98,metal loss,External,10.0,0.034,,,0.63,1.42,02:11:00,Repaired?,,1.0,131.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,10302.538704000002,ft,16.002,in,36.068,in,10.0,60.0,,True,True,False,10334.403765019291
9360.0,,,,,33801.74,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #20,,,131.41,,,,,,,,,,,,,,,,,10302.770352,ft,,in,,in,,,,False,False,False,10334.63552433001
9370.0,24.8,0.344,,,33801.85,GirthWeld,,,,,,,,,,5.0,0.7,131.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10302.80388,ft,,in,,in,,,,False,False,False,10334.669068440771
9370.0,,0.344,-1.89,22.91,33803.74,metal loss,External,23.0,0.079,,,0.67,1.81,10:51:00,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.56,2041.83,1542.25,2141.37,1542.72,2142.03,0.75,1.85,300.0,10303.379952,ft,17.018,in,45.974,in,23.0,300.0,,True,True,False,10335.24541725296
9370.0,,0.344,-1.94,22.86,33803.79,metal loss,External,11.0,0.038,,,0.47,1.14,01:10:00,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,10303.395192,ft,11.937999999999999,in,28.955999999999996,in,11.0,30.0,,True,True,False,10335.260664576035
9370.0,,0.344,-1.98,22.83,33803.82,metal loss,External,15.0,0.052,,,0.63,1.06,12:23:00,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.2,2045.5,,,,,,,0.0,10303.404336,ft,16.002,in,26.924,in,15.0,0.0,,True,True,False,10335.269812969878
9370.0,,0.344,-1.99,22.81,33803.84,metal loss,External,15.0,0.052,,,0.67,1.3,04:18:00,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.73,2044.85,,,,,,,120.0,10303.410431999999,ft,17.018,in,33.019999999999996,in,15.0,120.0,,True,True,False,10335.275911899107
9370.0,,0.344,-1.99,22.81,33803.84,metal loss,External,11.0,0.038,,,2.17,1.22,03:54:00,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,10303.410431999999,ft,55.117999999999995,in,30.987999999999996,in,11.0,90.0,,True,True,False,10335.275911899107
9370.0,,,,,33804.26,Attachment,,,,,,,,06:00:00,Repair Marker,,,131.57,,,,,,,,,,,,,,,,180.0,10303.538448000001,ft,,in,,in,,180.0,,True,False,False,10335.40398941293
9370.0,,,,,33818.34,Attachment,,,,,,,,06:00:00,Repair Marker,,,132.49,,,,,,,,,,,,,,,,180.0,10307.830032,ft,,in,,in,,180.0,,True,False,False,10339.697635590504
9370.0,,,,,33818.54,Area Start Sleeve,,,,,,,,,2012 Dig #20,,,132.51,,,,,,,,,,,,,,,,,10307.890992,ft,,in,,in,,,,False,False,False,10339.7586248828
9370.0,,,,,33821.38,Area End Sleeve,,,,,,,,,2012 Dig #20,,,132.63,,,,,,,,,,,,,,,,,10308.756624,ft,,in,,in,,,,False,False,False,10340.62467283339
9370.0,,,,,33822.18,Attachment,,,,,,,,06:00:00,Repair Marker,,,132.66,,,,,,,,,,,,,,,,180.0,10309.000464,ft,,in,,in,,180.0,,True,False,False,10340.868630002571
9380.0,40.08,0.344,,,33826.65,GirthWeld,,,,,,,,,,,0.7,132.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10310.362920000001,ft,,in,,in,,,,False,False,False,10342.231740685367
9390.0,40.11,0.344,,,33866.72,GirthWeld,,,,,,,,,,7.0,0.7,132.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10322.576256,ft,,in,,in,,,,False,False,False,10354.450945396691
9390.0,,0.344,-0.8,39.31,33867.52,metal loss,External,34.0,0.117,,,0.59,5.83,12:27:00,,,0.7,132.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.88,2039.51,1540.12,2138.42,1541.17,2139.87,0.75,1.84,0.0,10322.820096,ft,14.985999999999999,in,148.082,in,34.0,0.0,,True,True,False,10354.694902565872
9390.0,,0.344,-36.37,3.74,33903.09,metal loss,External,10.0,0.034,,,0.67,0.94,11:57:00,,,0.7,131.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,330.0,10333.661832,ft,17.018,in,23.875999999999998,in,10.0,330.0,,True,True,False,10365.541848200557
9390.0,,0.344,-36.58,3.53,33903.3,metal loss,External,13.0,0.045,,,0.39,1.1,11:59:00,,,0.7,131.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.21,2048.29,,,,,,,330.0,10333.725840000001,ft,9.906,in,27.94,in,13.0,330.0,,True,True,False,10365.605886957468
9390.0,,0.344,-36.64,3.47,33903.37,metal loss,External,14.0,0.048,,,0.47,1.38,11:49:00,,,0.7,131.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.61,2047.47,,,,,,,330.0,10333.747176,ft,11.937999999999999,in,35.05199999999999,in,14.0,330.0,,True,True,False,10365.627233209772
9390.0,,0.344,-36.88,3.23,33903.6,metal loss,External,39.0,0.134,,,0.55,1.1,11:55:00,,,0.7,131.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.75,2039.32,1539.83,2138.01,1541.04,2139.69,0.75,1.84,330.0,10333.81728,ft,13.97,in,27.94,in,39.0,330.0,,True,True,False,10365.69737089591
9390.0,,0.344,-37.18,2.93,33903.9,metal loss,External,10.0,0.034,,,0.47,1.02,11:59:00,,,0.7,131.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,330.0,10333.908720000001,ft,11.937999999999999,in,25.907999999999998,in,10.0,330.0,,True,True,False,10365.788854834354
9390.0,,0.344,-37.36,2.75,33904.08,metal loss,External,10.0,0.034,,,2.09,1.02,12:50:00,,,0.7,131.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,0.0,10333.963584000001,ft,53.08599999999999,in,25.907999999999998,in,10.0,0.0,,True,True,False,10365.843745197419
9400.0,40.1,0.344,,,33906.84,GirthWeld,,,,,,,,,,2.0,0.7,131.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10334.804832,ft,,in,,in,,,,False,False,False,10366.68539743109
9400.0,,,,,33945.79,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #21 Recoat,,,129.93,,,,,,,,,,,,,,,,180.0,10346.676792,ft,,in,,in,,180.0,,True,False,False,10378.563062105564
9400.0,,0.344,-39.22,0.88,33946.06,metal loss,External,19.0,0.065,,,0.51,1.5,10:56:00,,,0.7,129.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.5,2045.91,,,,,,,300.0,10346.759088,ft,12.953999999999999,in,38.099999999999994,in,19.0,300.0,,True,True,False,10378.645397650163
9400.0,,0.344,-39.25,0.85,33946.08,metal loss,External,36.0,0.124,,,0.47,1.89,01:04:00,,,0.7,129.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.35,2042.93,1542.92,2142.31,1543.66,2143.33,0.75,1.85,30.0,10346.765184000002,ft,11.937999999999999,in,48.00599999999999,in,36.0,30.0,,True,True,False,10378.651496579394
9410.0,40.11,0.344,,,33946.93,GirthWeld,,,,,,,,,,,0.7,129.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10347.024264000001,ft,,in,,in,,,,False,False,False,10378.910701071647
9410.0,,,,,33947.89,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #21 Recoat,,,129.84,,,,,,,,,,,,,,,,180.0,10347.316872000001,ft,,in,,in,,180.0,,True,False,False,10379.203449674664
9420.0,40.14,0.344,,,33987.05,GirthWeld,,,,,,,,,,14.0,0.7,127.85,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10359.252840000001,ft,,in,,in,,,,False,False,False,10391.145153106047
9420.0,,,,,33991.86,Attachment,,,,,,,,06:00:00,Repair Marker,,,127.61,,,,,,,,,,,,,,,,180.0,10360.718928,ft,,in,,in,,180.0,,True,False,False,10392.611945585744
9420.0,,,,,33992.4,Area Start Sleeve,,,,,,,,,2012 Dig#21,,,127.59,,,,,,,,,,,,,,,,,10360.883520000001,ft,,in,,in,,,,False,False,False,10392.77661667494
9420.0,,,,,33994.61,Area End Sleeve,,,,,,,,,2012 Dig#21,,,127.53,,,,,,,,,,,,,,,,,10361.557128,ft,,in,,in,,,,False,False,False,10393.450548354802
9420.0,,,,,33995.36,Attachment,,,,,,,,06:00:00,Repair Marker,,,127.51,,,,,,,,,,,,,,,,180.0,10361.785728,ft,,in,,in,,180.0,,True,False,False,10393.679258200907
9420.0,,0.344,-11.95,28.19,33999.0,metal loss,External,14.0,0.048,,,1.89,0.67,03:56:00,,,0.7,127.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.4,2020.79,,,,,,,90.0,10362.8952,ft,48.00599999999999,in,17.018,in,14.0,90.0,,True,True,False,10394.78926332068
9420.0,,0.344,-12.02,28.12,33999.07,metal loss,External,17.0,0.058,,,1.69,1.69,04:15:00,,,0.7,127.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.77,2019.92,,,,,,,120.0,10362.916536,ft,42.925999999999995,in,42.925999999999995,in,17.0,120.0,,True,True,False,10394.810609572982
9420.0,,0.344,-12.27,27.87,33999.32,cluster,External,22.0,0.076,,,1.96,1.49,04:13:00,,,0.7,127.48,,,,1160.0,65000.0,,1342.0,1439.74,1999.04,1506.64,2091.93,1513.42,2101.35,0.77,1.8,120.0,10362.992736,ft,49.784,in,37.846,in,22.0,120.0,,True,True,False,10394.88684618835
9420.0,,0.344,-12.55,27.59,33999.59,metal loss,External,17.0,0.058,,,1.06,2.17,04:04:00,,,0.7,127.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.63,2036.37,,,,,,,120.0,10363.075031999999,ft,26.924,in,55.117999999999995,in,17.0,120.0,,True,True,False,10394.969181732948
9420.0,,0.344,-12.69,27.46,33999.73,metal loss,External,11.0,0.038,,,0.79,1.85,07:15:00,,,0.7,127.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,10363.117704000002,ft,20.066,in,46.99,in,11.0,210.0,,True,True,False,10395.011874237558
9420.0,,0.344,-12.81,27.33,33999.86,metal loss,External,56.0,0.193,,,1.14,1.53,04:05:00,,,0.7,127.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1427.24,1981.69,1486.44,2063.89,1497.74,2079.57,0.78,1.78,120.0,10363.157328000001,ft,28.955999999999996,in,38.862,in,56.0,120.0,,True,True,False,10395.051517277549
9420.0,,0.344,-13.13,27.01,34000.18,metal loss,External,23.0,0.079,,,0.63,1.18,04:20:00,,,0.7,127.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.31,2042.88,1543.09,2142.54,1543.5,2143.11,0.75,1.85,120.0,10363.254864,ft,16.002,in,29.971999999999998,in,23.0,120.0,,True,True,False,10395.14910014522
9420.0,,0.344,-13.35,26.79,34000.4,metal loss,External,19.0,0.065,,,1.26,1.73,04:06:00,,,0.7,127.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.56,2029.34,,,,,,,120.0,10363.32192,ft,32.004,in,43.942,in,19.0,120.0,,True,True,False,10395.216188366745
9420.0,,0.344,-13.54,26.61,34000.58,metal loss,External,11.0,0.038,,,0.59,1.18,04:18:00,,,0.7,127.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,10363.376784000002,ft,14.985999999999999,in,29.971999999999998,in,11.0,120.0,,True,True,False,10395.271078729811
9420.0,,0.344,-39.17,0.97,34026.21,metal loss,External,13.0,0.045,,,1.61,4.65,08:26:00,,,0.7,127.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.35,2029.04,,,,,,,240.0,10371.188808,ft,40.894,in,118.11,in,13.0,240.0,,True,True,False,10403.08685653743
9420.0,,0.344,-39.18,0.97,34026.22,metal loss,External,33.0,0.114,,,1.81,1.53,09:37:00,,,0.7,127.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1424.37,1977.71,1487.5,2065.35,1494.66,2075.3,0.78,1.78,270.0,10371.191856000001,ft,45.974,in,38.862,in,33.0,270.0,,True,True,False,10403.089906002044
9420.0,,0.344,-39.18,0.96,34026.22,metal loss,External,34.0,0.117,,,1.53,0.59,08:10:00,,,0.7,127.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1435.05,1992.54,1500.31,2083.14,1506.17,2091.28,0.77,1.8,240.0,10371.191856000001,ft,38.862,in,14.985999999999999,in,34.0,240.0,,True,True,False,10403.089906002044
9420.0,,0.344,-39.19,0.95,34026.24,metal loss,External,12.0,0.041,,,1.14,2.91,07:26:00,,,0.7,127.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,10371.197952,ft,28.955999999999996,in,73.914,in,12.0,210.0,,True,True,False,10403.096004931273
9420.0,,0.344,-39.24,0.9,34026.28,metal loss,External,37.0,0.127,,,0.87,3.23,10:18:00,,,0.7,127.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.8,2026.89,1529.43,2123.57,1531.96,2127.09,0.76,1.83,300.0,10371.210144,ft,22.098,in,82.042,in,37.0,300.0,,True,True,False,10403.108202789732
9430.0,40.11,0.344,,,34027.19,GirthWeld,,,,,,,,,,4.0,0.7,127.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10371.487512000002,ft,,in,,in,,,,False,False,False,10403.385704069677
9430.0,,0.344,-31.81,8.3,34059.0,metal loss,External,31.0,0.107,,,0.71,1.22,06:00:00,,,0.7,126.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.24,2037.23,1538.32,2135.93,1539.49,2137.54,0.75,1.84,180.0,10381.183200000001,ft,18.034,in,30.987999999999996,in,31.0,180.0,,True,True,False,10413.086051009213
9430.0,,0.344,-36.43,3.68,34063.61,metal loss,External,43.0,0.148,,,0.51,1.1,06:24:00,,,0.7,126.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.73,2039.29,1539.68,2137.8,1541.01,2139.65,0.75,1.84,180.0,10382.588328,ft,12.953999999999999,in,27.94,in,43.0,180.0,,True,True,False,10414.491854196614
9430.0,,0.344,-36.58,3.54,34063.76,metal loss,External,21.0,0.072,,,0.59,1.06,06:19:00,,,0.7,126.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.28,2044.23,1544.19,2144.07,1544.46,2144.44,0.75,1.85,180.0,10382.634048000002,ft,14.985999999999999,in,26.924,in,21.0,180.0,,True,True,False,10414.537596165837
9430.0,,0.344,-36.74,3.37,34063.93,metal loss,External,15.0,0.052,,,0.59,1.02,06:19:00,,,0.7,126.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.52,2045.95,,,,,,,180.0,10382.685864000001,ft,14.985999999999999,in,25.907999999999998,in,15.0,180.0,,True,True,False,10414.589437064287
9440.0,40.13,0.344,,,34067.3,GirthWeld,,,,,,,,,,8.0,1.0,126.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,10383.71304,ft,,in,,in,,,,False,False,False,10415.61710663946
9440.0,,,,,34074.4,Attachment,,,,,,,,06:00:00,Repair Marker,,,125.88,,,,,,,,,,,,,,,,180.0,10385.877120000001,ft,,in,,in,,180.0,,True,False,False,10417.782226515938
9440.0,,0.344,-7.95,32.18,34075.25,metal loss,External,22.0,0.076,,,1.34,1.53,06:47:00,Recoat,,1.0,125.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.8,2022.73,1526.66,2119.73,1528.15,2121.8,0.76,1.83,180.0,10386.1362,ft,34.036,in,38.862,in,22.0,180.0,,True,True,False,10418.04143100819
9440.0,,0.344,-7.99,32.14,34075.29,metal loss,External,14.0,0.048,,,0.91,1.26,06:22:00,Recoat,,1.0,125.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,180.0,10386.148392000001,ft,23.114,in,32.004,in,14.0,180.0,,True,True,False,10418.05362886665
9440.0,,0.344,-8.18,31.95,34075.48,metal loss,External,27.0,0.093,,,0.91,1.5,06:37:00,Recoat,,1.0,125.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.98,2032.7,1534.72,2130.93,1536.07,2132.79,0.76,1.84,180.0,10386.206304000001,ft,23.114,in,38.099999999999994,in,27.0,180.0,,True,True,False,10418.11156869433
9440.0,,0.344,-8.28,31.85,34075.58,metal loss,External,13.0,0.045,,,0.51,1.02,05:57:00,Recoat,,1.0,125.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,150.0,10386.236784,ft,12.953999999999999,in,25.907999999999998,in,13.0,150.0,,True,True,False,10418.142063340478
9440.0,,0.344,-8.44,31.69,34075.74,metal loss,External,12.0,0.041,,,0.47,0.87,06:16:00,Recoat,,1.0,125.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,10386.285552,ft,11.937999999999999,in,22.098,in,12.0,180.0,,True,True,False,10418.190854774313
